Grupo de Producto;Producto;Código Barras;Stock;Costo Neto Prom. Unitario;Precio Venta 
Bodega 1 Comprimidos (segundo piso);CORDIAX TELMISARTAN 80MG X40COMP LAB. ABBOTT;7800026007822;1;0;28000
Bodega 1 Comprimidos (segundo piso);CORTYK DEXAMETASONA 4 MG X10COMP LAB. PASTEUR;7800068010422;0;0;8500
Bodega 1 Comprimidos (segundo piso);COXTOR ETORICOXIB 120MG X7COMP LAB.HETERO;8903726249451;218;0;3500
Bodega 1 Comprimidos (segundo piso);COXTOR ETORICOXIB 60MG X14COM LAB. HETERO;8903726313930;121;0;5000
Bodega 1 Comprimidos (segundo piso);COXTOR ETORICOXIB 90MG X14 COMP LAB. HETERO;8903726313947;97;0;9000
Bodega 1 Comprimidos (segundo piso);DESLORATADINA 5MG 30 COMP. CURAESPRING;7804673040294;1;0;2000
Bodega 1 Comprimidos (segundo piso);DESLOTATADINA 5MG X30 COM. LAB. HOSPIFARMA;7804640561890;0;0;2000
Bodega 1 Comprimidos (segundo piso);DICLOFENACO GEL 1.16. 30 GRS. CURASPRING;7804673040270;112;0;1000
Bodega 1 Comprimidos (segundo piso);DICLOFENACO GEL 116 60 G;7804640561685;243;0;2000
Bodega 1 Comprimidos (segundo piso);DICLOFENACO SODICO 100MG X8CAPS LAB.ANDROMACO;7800018000442;82;0;1000
Bodega 1 Comprimidos (segundo piso);DICLOFENACO SODICO 12.5MG 5 SUPOSITORIOS LAB. SEVEN PHARMA;8906051722729;224;0;1000
Bodega 1 Comprimidos (segundo piso);DICLOFENACO SODICO 50 MG 10 COMP. LAB OPKO;7804620836369;21;0;300
Bodega 1 Comprimidos (segundo piso);DICLOFENACO SODICO 8 COMPRIMIDOS 100MG.;7804673040355;314;0;1000
Bodega 1 Comprimidos (segundo piso);DISILDEN SILDENAFIL 50MG X20COMP LAB. IPHSA;7804614931568;100;0;6500
Bodega 1 Comprimidos (segundo piso);DOLGENAL KETEROLACO TROMATEMOL 30MG X3AMPOLLAS LAB TECNOFARMA;7800070000084;10;0;12000
Bodega 1 Comprimidos (segundo piso);DOLGENAL KETOROLACO TROMATAMINA 30MG X4COMP LAB;7841141004396;78;0;10000
Bodega 1 Comprimidos (segundo piso);DOLO-NEUROBIONTA ANTIFLAMATORIO NO ESTEROIDE X10COMP LAB. NOVOFARMA;7500435243797;4;0;10000
Bodega 1 Comprimidos (segundo piso);DOLO-NEUROBIONTA X20COMP. MERCK;7501298213699;8;0;17000
Bodega 1 Comprimidos (segundo piso);DOLOMERPAL VITAMINAS COMPLEJO B X20CAPSULAS;7804918501016;0;0;9000
Bodega 1 Comprimidos (segundo piso);DOLOTEN PARACETAMOL +TRAMADOL CLORHIDRATO 325MG + 37.5 MG 30COMP LAB. BAGO;7800028005048;3;0;13000
Bodega 1 Comprimidos (segundo piso);DOMPERIDONA 10 MG. 20 CAPS. LAB. CHILE;7800007129475;12;0;1000
Bodega 1 Comprimidos (segundo piso);DOMPERIDONA 10 MG. 20 COMP. LAB. OPKO;7804620832835;99;0;1000
Bodega 1 Comprimidos (segundo piso);DONEPEZILO CLORHIDRATO 10 MG. 30 COMP. LAB. HETERO;8903726207611;2;0;8500
Bodega 1 Comprimidos (segundo piso);DOXICICLINA 100 MG. 10 CAPS . LAB. OPKO BE;7804620834891;151;0;2000
Bodega 1 Comprimidos (segundo piso);DULOXETINA 30 MG. 28 CAPS. LAB HETERO;8903726249321;1;0;4500
Bodega 1 Comprimidos (segundo piso);DULOXETINA 30 MG. 30 CAP. LAB ASCEND;7804650880417;48;0;6000
Bodega 1 Comprimidos (segundo piso);DULOXETINA 60 MG 30 CAPS. LAB. HETERO;8903726250488;18;0;5500
Bodega 1 Comprimidos (segundo piso);DULOXETINA 60MG X30 CAPS LAB ALEMBIC;7804681740285;1;0;11000
Bodega 1 Comprimidos (segundo piso);DUOMO DOXAZOSINA BIOEQUIVALENTE;7891317011918;5;0;9000
Bodega 1 Comprimidos (segundo piso);DUTAMSUVITAE DUTASTERIDA + TAMSULOSINA CLORHIDRATO 0.5MG +0.4 MG X30CAPS LAB.GALENICUM;8437020503129;49;0;11000
Bodega 1 Comprimidos (segundo piso);ENALAPRIL MALEATO 10 MG. 20 COMP. LAB .OPKO;7804620833047;166;0;500
Bodega 1 Comprimidos (segundo piso);ENALAPRIL MALEATO 20 MG. 20 COMP. LAB. OPKO;7804620832767;284;0;600
Bodega 1 Comprimidos (segundo piso);ENCLYNA 10MG LAB. BAGO;4048846024541;2;0;27000
Bodega 1 Comprimidos (segundo piso);ENCLYNA DUO 12,5 /1000MG;4048846024527;0;0;50000
Bodega 1 Comprimidos (segundo piso);ENTRESTO 100MG 56 COMP;7800032004136;1;0;140000
Bodega 1 Comprimidos (segundo piso);ENTRESTO SACUBITRILO VALSARTAN ACIDO LIBRE ANHIDRO 200MG;7800032004143;1;0;150000
Bodega 1 Comprimidos (segundo piso);ESCITALOPRAM 10 MG X30 COMP. LAB. ETHON;7804633500417;0;0;2000
Bodega 1 Comprimidos (segundo piso);ESCITALOPRAM 10 MG. 30 COMP. LAB. SEVENPHARMA;8903726214817;167;0;2000
Bodega 1 Comprimidos (segundo piso);ESCITALOPRAM 20 MG. 30 COMP. LAB. SEVEN PHARMA;8903726193389;11;0;4500
Bodega 1 Comprimidos (segundo piso);ESOMEPRAZOL 20 MG. 30 CAPS. LAB. SEVEN PHARMA;8903726285541;80;0;3000
Bodega 1 Comprimidos (segundo piso);ESOMEPRAZOL 40 MG. 30 CAPS. LAB.HETERO;8903726287682;148;0;3500
Bodega 1 Comprimidos (segundo piso);ESOMEPRAZOL 40 MG. 30 COMP. LAB. OPKO;7804620834082;153;0;3500
Bodega 1 Comprimidos (segundo piso);ESOMEPRAZOL CAPSULAS 40 MG X 30;7804620836307;20;0;3000
Bodega 1 Comprimidos (segundo piso);ESPIRONOLACTONA 25 MG. 20 COMP. LAB. ANDROMACO;7800018000329;6;0;1000
Bodega 1 Comprimidos (segundo piso);ESPIRONOLACTONA 25MG X20COMP. LAB. LCH;7800007126610;79;0;1000
Bodega 1 Comprimidos (segundo piso);EUTIROX LEVOTIROXINA 100MCG X100COMP LAB. MERCK;7501298222639;133;0;11000
Bodega 1 Comprimidos (segundo piso);EUTIROX LEVOTIROXINA 25MCG X50COMP LAB.MERCK;7501298222592;54;0;9000
Bodega 1 Comprimidos (segundo piso);EUTIROX LEVOTIROXINA 50MCG X50COMP LAB. MERCK;7501298222608;57;0;10000
Bodega 1 Comprimidos (segundo piso);EUTIROX LEVOTIROXINA 75MCG X50COMP LAB.MERCK;7501298222615;109;0;10000
Bodega 1 Comprimidos (segundo piso);EUTIROX LEVOTIROXINA SODICA 112MCG X50COMP LAB. MERCK;7501298222707;6;0;14000
Bodega 1 Comprimidos (segundo piso);EUTIROX LEVOTIROXINA SODICA 150MCG X50COMP LAB. MERCK;7501298222660;2;0;16000
Bodega 1 Comprimidos (segundo piso);EUTIROX LEVOTIROXINA SODICA 175 MCG X50COMP LAB. MERCK;7501298222677;3;0;16000
Bodega 1 Comprimidos (segundo piso);EUTIROX LEVOTIROXINA SODICA 200MCG X50 COMP LAB MERK;7501298222684;4;0;19000
Bodega 1 Comprimidos (segundo piso);EUTIROX LEVOTIROXINA SODICA 88MCG X50COMP LAB. MERCK;7501298222691;16;0;11000
Bodega 1 Comprimidos (segundo piso);EZOPICLONA 3 MG 30 COMP. HETERO;8903726195628;7;0;4000
Bodega 1 Comprimidos (segundo piso);FAMOTIDINA 20MG X20 COMP. LAB SEVEN PHARMA;8904317825436;56;0;1000
Bodega 1 Comprimidos (segundo piso);FAMOTIDINA 20MG. X20COMP. LAB LCH;7800007119322;147;0;1000
Bodega 1 Comprimidos (segundo piso);FAMOTIDINA 40MG X10COMP LAB. DE CHILE;7800007119407;0;0;500
Bodega 1 Comprimidos (segundo piso);FAMOTIDINA 40MG X10COMP. OPKO B;7804620834273;0;0;500
Bodega 1 Comprimidos (segundo piso);FEMELLE20 3MG/2OMCG ABBOTT;7800026005989;6;0;20000
Bodega 1 Comprimidos (segundo piso);FLUCLOXACILINA SAL SODICA 500MG X12CAPS LAB.CURAESPRING;7804673040287;83;0;2500
Bodega 1 Comprimidos (segundo piso);FLUCONAZOL 150 MG X2 CAPS LAB. ETHON;7804633500424;0;0;1000
Bodega 1 Comprimidos (segundo piso);FLUCONAZOL 150 MG X2 CAPS LAB. ETHON;75708173248130;0;0;1000
Bodega 1 Comprimidos (segundo piso);FLUCONAZOL 150 MG. 4 CAPS. LAB CHILE;7800007804853;25;0;2000
Bodega 1 Comprimidos (segundo piso);FLUCONAZOL 150MG;7804620835065;67;0;2000
Bodega 1 Comprimidos (segundo piso);FLUCONAZOL 150MG X2CAPS LAB. OPKO;7804620835058;330;0;1000
Bodega 1 Comprimidos (segundo piso);FLUNARIZINA 10 MG. 30 COMP. PASTEUR B;7800068031120;24;0;6000
Bodega 1 Comprimidos (segundo piso);FLUOXETINA;7800007367655;9;0;1000
Bodega 1 Comprimidos (segundo piso);FLUOXETINA 20MG X20COMP MINTLAB B;7800063001760;305;0;1000
Bodega 1 Comprimidos (segundo piso);FORLIP 10 ROSUVASTATINA 10MG X30COMP. LAB. ASCEND;7804650882947;255;0;4000
Bodega 1 Comprimidos (segundo piso);FORLIP 20 ROSUVASTATINA 20MG X30COMP. ASCEND B;7804650882954;21;0;5000
Bodega 1 Comprimidos (segundo piso);FORXIGA DAPAGLIFOZINA 10MG X28COMP LAB.ASTRAZENECA;8027950170173;5;0;40000
Bodega 1 Comprimidos (segundo piso);FUROSEMIDA 40MG X12COMP LCH B;7800007120250;230;0;500
Bodega 1 Comprimidos (segundo piso);GABATA GABAPENTINA 300MG X30CAPS LAB. ASCEND;7804650884408;7;0;14000
Bodega 1 Comprimidos (segundo piso);GABEX GABAPENTINA 300MG X30CAPS LAB. ANDROMACO;7800018130682;0;0;15000
Bodega 1 Comprimidos (segundo piso);GALVUS MET 501000MG VILDAGLIPTINAMETFORMINA CLORHIDRATO 28COMP. NOVARTIS;7800032003313;3;0;35000
Bodega 1 Comprimidos (segundo piso);GALVUS MET 50850MG VILDAGLIPTINAMETFORMINA CLORHIDRATO 28COMP NOVARTIS;7800032003290;3;0;38000
Bodega 1 Comprimidos (segundo piso);GALVUS VILDAGLIPTINA 50MG X28COMP LAB.NOVARTIS;7612797155721;11;0;33000
Bodega 1 Comprimidos (segundo piso);GAMALATE B6 X60COMP. ANDROMACO;7800018000657;0;0;30000
Bodega 1 Comprimidos (segundo piso);GAMALATE COMPLEJO VITAMINICO B X30COMP. LAB. ANDROMACO;7800018000640;11;0;20000
Bodega 1 Comprimidos (segundo piso);GASTROLEN 30COMP. CHEMA PHARMA;7800041043409;21;0;7000
Bodega 1 Comprimidos (segundo piso);GEMFIBROZILO 300MG X30COMP LAB.MINTLAB;7800063116464;113;0;2500
Bodega 1 Comprimidos (segundo piso);GEMFIBROZILO 600MG X30COMP. LAB. PASTEUR;7800068031854;73;0;3500
Bodega 1 Comprimidos (segundo piso);GENIOL FLU DN PARACETAMOL + PSEUDOEFRDRINA SULFATO +CLORFENAMINA MALEATO 500MG + 4MG+ 60MG X20 COMP;7800063000015;0;0;2000
Bodega 1 Comprimidos (segundo piso);GENIOL NIÑOS PARACETAMOL 160MG X16COMP LAB. MINTLAB;7800063311227;139;0;1500
Bodega 1 Comprimidos (segundo piso);GLAFORNIL 850MG LAB. MERCK;7891721202797;0;0;20000
Bodega 1 Comprimidos (segundo piso);GLAFORNIL XR METFORMINA CLORHIDRATO 1000MG X30COMP LAB. MERCK;7891721028861;26;0;23000
Bodega 1 Comprimidos (segundo piso);GLAFORNIL XR METFORMINA CLORHIDRATO 500MG X30COMP LAB.MERCK;7891721028557;13;0;12000
Bodega 1 Comprimidos (segundo piso);GLAFORNIL XR METFORMINA CLORHIDRATO 750MG X30COMP LAB. MERCK;7891721028830;28;0;17000
Bodega 1 Comprimidos (segundo piso);GLAUPAX METFORMINA CLORHIDRATO 1000MG X30COMP LAB. PASTEUR;7800068012327;0;0;8500
Bodega 1 Comprimidos (segundo piso);GLAUPAX XR METFORMINA CLORHIDRATO 500 MG X30COMP. LAB. PASTEUR;7800068012303;28;0;4500
Bodega 1 Comprimidos (segundo piso);GLAUPAX XR METFORMINA CLORHIDRATO 750MG X30 COMP LAB.PASTEUR;7800068012310;1;0;7000
Bodega 1 Comprimidos (segundo piso);GLIBENCLAMIDA 5MG. X60COMP. LAB LCH B;7800007120410;46;0;1000
Bodega 1 Comprimidos (segundo piso);GLICOSOL 750XR METFORMINA CLORHIDRATO 750MG 30COMP OPKO;7804620834730;2;0;6000
Bodega 1 Comprimidos (segundo piso);GLICOSOL XR METFORMINA CLORHIDRATO 500MG X30COMP LAB. OPKO;7804620834723;1;0;4500
Bodega 1 Comprimidos (segundo piso);GLUCOSAN METFORMINA CLORHIDRATO 500MG X30COMP LAB.SANITAS;7800038000729;7;0;5000
Bodega 1 Comprimidos (segundo piso);GLUCOVANCE METFORMINA CLORHIDRATO + GILBENCLAMIDA 500MG + 5MG X30COMP LAB.MERCK;3596540060163;3;0;14000
Bodega 1 Comprimidos (segundo piso);HEEL NEUXERAN X 50 COMP;76100154917892;20;0;14000
Bodega 1 Comprimidos (segundo piso);HIDRALAZINA CLORHIDRATO 50MG. X30COMP. HETERO B;8903726273562;42;0;2500
Bodega 1 Comprimidos (segundo piso);HIDROCLORITIAZIDA 50MG X20COMP LAB. OPKO;7804620834464;91;0;1000
Bodega 1 Comprimidos (segundo piso);HIDROCLOROTIAZIDA 50MG. X20COMP. LCH;7800007120847;37;0;1000
Bodega 1 Comprimidos (segundo piso);HIPOGLUCIN METFORMINA CLORHIDRATO 1000MG X30COMP LAB. DE CHILE;7800007775696;0;0;16500
Bodega 1 Comprimidos (segundo piso);HIPOGLUCIN METFORMINA CLORHIDRATO 500MG X30 COMP LAB TEVA;7800007787866;9;0;8500
Bodega 1 Comprimidos (segundo piso);HIPOGLUCIN METFORMINA CLORHIDRATO 750MG X30COMP LAB. DE CHILE;7800007771513;20;0;14500
Bodega 1 Comprimidos (segundo piso);IBUCALM IBUPROFENO 600MG X10COMP LAB OPKO;7804620835669;93;0;2500
Bodega 1 Comprimidos (segundo piso);IBUPROFENO 400MG X20COMP LCH B;7800007771278;35;0;500
Bodega 1 Comprimidos (segundo piso);IBUPROFENO 400MG. X20COMP. LAB.OPKO B;7804620834099;24;0;500
Bodega 1 Comprimidos (segundo piso);IBUPROFENO 600MG X20COMP LAB. OPKO B;7804620833863;126;0;1000
Bodega 1 Comprimidos (segundo piso);IBUPROFENO 600MG X20COMP LCH B;7800007771353;7;0;1000
Bodega 1 Comprimidos (segundo piso);ILTUX OLIMESARTAN MEDOXOMILO 20MG X28COMP LAB. TECNOFARMA;7841141002699;10;0;18000
Bodega 1 Comprimidos (segundo piso);ILTUX OLMESARTAN MEDOXOMILO 40 MG.;7841141002712;9;0;19000
Bodega 1 Comprimidos (segundo piso);ILTUXAM 405 OLMESARTAN MEDOXOMILO AMLODIPINO;7841141003450;8;0;15000
Bodega 1 Comprimidos (segundo piso);ILTUXAM HCT OLMESARTAN MEDOXOMILO + AMLODIPINO + HIDROCLOROTIAZIDA 40MG + 5MG + 12.5MG X28COMP LAB.;7841141003764;4;0;21000
Bodega 1 Comprimidos (segundo piso);ILTUXAM OLMESARTAN MEDOXOMILO AMLODIPINO 20MG 5MG 28CMP LAB TECNOFARMA;7841141003443;0;0;15000
Bodega 1 Comprimidos (segundo piso);IMIPRAMINA 25MG. X40COMP. LAB CHILE;7800007128157;57;0;2000
Bodega 1 Comprimidos (segundo piso);IPRASYNT HFA IPRATROPIO BROMURO INHALADOR ORAL 20MCG7DOSIS FAES FARMA;7804629440253;156;0;10000
Bodega 1 Comprimidos (segundo piso);IRBEVITAE IRBESARTAN 150 MG 28 COMP LAB. GALENICUM;7804653720123;2;0;12000
Bodega 1 Comprimidos (segundo piso);IRKEM IRBESARTAN 300MG X28COMP LAB ASCEND;7804650886242;0;0;11000
Bodega 1 Comprimidos (segundo piso);ISOTRETINOINA 20 MG. 30 CAPS. LAB. CHILE;7800007808981;19;0;15000
Bodega 1 Comprimidos (segundo piso);ITRACONAZOL 100MG X15CAPS LAB. ASCEND;7804650884880;0;0;25000
Bodega 1 Comprimidos (segundo piso);JARDIANCE DUO 12.5/1.000MG 60 COMPRIMIDOS;4048846022936;1;0;59000
Bodega 1 Comprimidos (segundo piso);JARDIANCE EMPAGLIFLOZINA 10MG 30COMP LAB. BOEHRINGER INGELHEIM;4048846023049;9;0;35000
Bodega 1 Comprimidos (segundo piso);JARDIANCE EMPAGLIFLOZINA 20MG X30COMP LAB.BOEHRINGER INGELHEIM;4048846023032;23;0;55000
Bodega 1 Comprimidos (segundo piso);KADITUR BROMURO DE OTILONIO 40MG X40COMP LAB FAES FARMA;8436024613780;4;0;23000
Bodega 1 Comprimidos (segundo piso);KANACITRIN GRANULADO SO 50 SOBRES DE 5MG CU SYNTHON;7800008010642;0;0;39000
Bodega 1 Comprimidos (segundo piso);KETOPROFENO 50MG X20CAPS LAB.MINTLAB;7800063120263;281;0;1000
Bodega 1 Comprimidos (segundo piso);KETOPROFENO T.U. KETOPROFENO 200MG X10COMP LAB. MILAB;7800063111445;106;0;1500
Bodega 1 Comprimidos (segundo piso);KETOROLACO TROMETAMOL 10MG X10COMP. LAB. MINTLAB B;7800063111483;525;0;500
Bodega 1 Comprimidos (segundo piso);KETOROLACO TROMETAMOL 10MG. X10COMP. LCH B;7800007810410;256;0;1000
Bodega 1 Comprimidos (segundo piso);KEVAL ELETRIPTAN 40MG 2 COMP;7800060137653;2;0;11000
Bodega 1 Comprimidos (segundo piso);KEVAL ELETRIPTAN 40MG X6COMP LAB. SAVAL;7800060137578;8;0;20000
Bodega 1 Comprimidos (segundo piso);KI CAB TEGOPRAZAN 50MG;7800060170513;14;0;43000
Bodega 1 Comprimidos (segundo piso);KITADOL PARACETAMOL 500MG X24COMP LAB. DE CHILE;7800007409249;52;0;1000
Bodega 1 Comprimidos (segundo piso);LAMOTRIGINA 25MG. X30COMP. LCH B;7800007804228;0;0;6700
Bodega 1 Comprimidos (segundo piso);LANSOPRAZOL 30MG X30CAPS LAB. OPKO;7804620833603;290;0;1500
Bodega 1 Comprimidos (segundo piso);LETICO LAMOTRIGINA 25 MG 30 COMP.;7891317006631;0;0;4500
Bodega 1 Comprimidos (segundo piso);LEVEVITE 500MG BIOEQUIVALENTE;7804653720093;0;0;10000
Bodega 1 Comprimidos (segundo piso);LEVOCETIRIZINA DICLORHIDRATO;7804673040560;11;0;2000
Bodega 1 Comprimidos (segundo piso);LEVOCETIRIZINA DICLORHIDRATO 5MG X30 COMP.;7804918500736;57;0;2000
Bodega 1 Comprimidos (segundo piso);LEVOCETIRIZINA DICLORHIDRATO 5MG X30COMP. HETERO B;8903726192337;228;0;2000
Bodega 1 Comprimidos (segundo piso);LEVOFLOXACINO 500MG X7COMP LCH B;7800007802279;14;0;2500
Bodega 1 Comprimidos (segundo piso);LINAGLIPTINA 5 MG. 30 COMP. RECUBIERTOS TRAYENTA;4048846005243;2;0;46000
Bodega 1 Comprimidos (segundo piso);LOPERAMIDA CLORHIDRATO 2MG. X6COMP. LAB. MILAB;7800063110202;0;0;500
Bodega 1 Comprimidos (segundo piso);LORATADINA 10MG X30 COMP LAB. ASCEND;7804650883081;19;0;500
Bodega 1 Comprimidos (segundo piso);LORATADINA 10MG X30COMP. LAB. OPKO B;7804620832811;363;0;500
Bodega 1 Comprimidos (segundo piso);LOSARTAN 50MG;7804620836246;50;0;1000
Bodega 1 Comprimidos (segundo piso);LOSARTAN POTASICO 50 MG 30 COMP. LAB. CHILE;7800007679895;908;0;1000
Bodega 1 Comprimidos (segundo piso);LOSARTAN POTASICO 50MG X30COMP LAB. ASCEND;7804650880677;58;0;1000
Bodega 1 Comprimidos (segundo piso);LOSARTAN POTASICO 50MG X30COMP LAB. HETERO;8903726207628;483;0;1000
Bodega 1 Comprimidos (segundo piso);LOVASTATINA 20 MG. 28 COMP. LAB CHILE;7800007516756;17;0;1000
Bodega 1 Comprimidos (segundo piso);MEFORMINA CLORHIDRATO 850 MG X 60 COMP.;7804620836550;5;0;2000
Bodega 1 Comprimidos (segundo piso);MELATONINA 3MG 30COMP. LAB MOMENTA;7800046005167;50;0;1500
Bodega 1 Comprimidos (segundo piso);MELATONINA 3MG X30CAPS ARAMA;7803501004118;2;0;1500
Bodega 1 Comprimidos (segundo piso);MELOXICAM 15MG. X10COMP. LAB.MINTLAB;7800063116396;244;0;1000
Bodega 1 Comprimidos (segundo piso);MELOXICAM 7.5MG X15ML LAB. MILAB;7800063116402;237;0;1000
Bodega 1 Comprimidos (segundo piso);MEMANTINA CLORHIDRATO 10MG X28COMP;7800060170940;0;0;6500
Bodega 1 Comprimidos (segundo piso);METAMIZOL SODICO DIPIRONA 250MG 5 SUPOSITORIOS LAB. PASTEUR;7800068031908;29;0;1500
Bodega 1 Comprimidos (segundo piso);METFORMINA CLORHIDRATO 850 MG. 60 COMP.;7804650880233;15;0;1500
Bodega 1 Comprimidos (segundo piso);METFORMINA CLORHIDRATO 850MG X60COMP LCH B;7800007806208;55;0;2500
Bodega 1 Comprimidos (segundo piso);METOCLOPRAMIDA 10MG X24COMP. LAB. MINLAB B;7800063003122;48;0;1000
Bodega 1 Comprimidos (segundo piso);MICARDIS AMLO COM 8010 MG X 28;4048846022462;1;0;46000
Bodega 1 Comprimidos (segundo piso);MICARDIS AMLO TELMISARTAN + AMLODIPINO 80MG + 5MG X28COMP LAB. BOEHRINGER INGELHEIM;4048846022455;1;0;41000
Bodega 1 Comprimidos (segundo piso);MICARDIS PLUS TELMISARTAN + HIDROCLOROTIAZIDA 80MG + 12.5MG X28COMP LAB. BOEHRINGER INGELHEIM;4048846022677;3;0;40000
Bodega 1 Comprimidos (segundo piso);MICOFENOLATO 500MG X50 COMP;76022460480311;1;0;26000
Bodega 1 Comprimidos (segundo piso);MIGRANOL METAMIZOL SODICO + ERGOTAMINA TARTRATO + CAFEINA 300MG + 1.0MG + 100MG X10COMP LAB. BAGO;7800028000357;165;0;1500
Bodega 1 Comprimidos (segundo piso);MOMENTA ANFEBUTAMONA CLORHIDRATO 150 MG. 30 COMP. LAB. MOMENTA;7891317020231;0;0;8000
Bodega 1 Comprimidos (segundo piso);MOMENTA OLMESARTAN MEDOXOMILO + HIDROCLOROTIAZIDA 20MG + 12.5MG X30COMP LAB. EUROFARM;7891317026813;3;0;7500
Bodega 1 Comprimidos (segundo piso);MOMENTA OLMESARTAN MEDOXOMILO 20MG X30COMP LAB. EUROFARM;7891317018467;0;0;6000
Bodega 1 Comprimidos (segundo piso);MOMETASONA FUROATO 0.1 CREMA TOPICA. 15 GRS. HOSPIFARMA;7804640560527;34;0;3000
Bodega 1 Comprimidos (segundo piso);MONTELUKAST 10MG 30 COMPRIMIDOS;7800046005563;30;0;5000
Bodega 1 Comprimidos (segundo piso);MOVIDOL MEBEVERINA CLORHIDRATO 30CAP PAST 200MG;7792183020205;13;0;21000
Bodega 1 Comprimidos (segundo piso);MOVIPLUS DIFENIDOL 25MG X30COMP LAB BAGO;7800028002160;0;0;12000
Bodega 1 Comprimidos (segundo piso);NAPROXENO SODICO 550 MG. 10 COMP. LAB MILAB;7800063001944;152;0;1500
Bodega 1 Comprimidos (segundo piso);NAPROXENO SODICO 550MG;7800018000831;182;0;1500
Bodega 1 Comprimidos (segundo piso);NASTIFRIN COMPUESTO DN X20COMP LCH;7800007478801;0;0;3000
Bodega 1 Comprimidos (segundo piso);NASTIZOL D/N PARACETAMOL + CLORFENAMINA MALEATO + PSEUDOEF 500MG + 4MG + 60MG X18COMP LAB. BAGO;7800028005536;129;0;4000
Bodega 1 Comprimidos (segundo piso);NEOALLEDRYL D DESLORATADINA + PSEUDOEFEDRINA SULFATO 2.5MG + 120MG X30COMP LAB. PRATER;7804918441312;4;0;8500
Bodega 1 Comprimidos (segundo piso);NEOHYSTICLAR DESLORATADINA 5 MG. 30 COMP. LAB. MINTLAB;7800063310848;5;0;2000
Bodega 1 Comprimidos (segundo piso);NEUROBIONTA 100/50/1X 60;7500435248280;23;0;29000
Bodega 1 Comprimidos (segundo piso);NEUROBIONTA ADVANCE TIAMINA+PIRIDOXINA+CIANOCOBALAMINA. 100MG + 50MG + 1MG X30COMP LAB.PROTER AND G;7500435221030;18;0;19000
Bodega 1 Comprimidos (segundo piso);NITROFURANTOINA MACROCRISTALES 100MG X10CAPS LAB. MINTLAB;7800063120935;107;0;1500
Bodega 1 Comprimidos (segundo piso);NORMIX RIFAXIMINA POLIMORFO 200MG X12COMP LAB. ALFASIGMA;7800018163697;30;0;20000
Bodega 1 Comprimidos (segundo piso);OLMECARD OLIMESARTAN MEDOXOMILO 40MG X30COMP LAB. HETERO;8903726234426;12;0;7500
Bodega 1 Comprimidos (segundo piso);OLMEPRESS-D OLMESARTAN MEDOXOMILO + HIDROCLOROTIAZIDA 20MG + 12.5MG X30COMP LAB. ASCEND;7804650881711;0;0;12000
Bodega 1 Comprimidos (segundo piso);OLMEPRESS-D OLMESARTAN MEDOXOMILO + HIDROCLOROTIAZIDA 40MG + 12.5MG X30COMP LAB. ASCEND;7804650881735;4;0;12000
Bodega 1 Comprimidos (segundo piso);OLMERCAR 20 MG;8903726234419;12;0;6500
Bodega 1 Comprimidos (segundo piso);OLTAN AMLO 40 - 5 30 COMP. LAB. ITF;7809591402889;4;0;22000
Bodega 1 Comprimidos (segundo piso);OLTAN OLMESARTAN MEDOXOMILO 20MG X30COMP LAB. ITF-LABOMED;7809591402780;17;0;15000
Bodega 1 Comprimidos (segundo piso);OLTAN OLMESARTAN MEDOXOMILO 40MG X30COMP LAB. ITF-LABOMED;7809591402797;17;0;19000
Bodega 1 Comprimidos (segundo piso);OLTAN-D OLMESARTAN MEDOXOMILO + HIDROCLOROTIAZIDA 20MG + 12.5MG X30COMP LAB. ITF-LABOMED;7809591402902;2;0;16000
Bodega 1 Comprimidos (segundo piso);OMEPRAZOL 20MG X 60 CAPS. CURAESPRING;7804673040249;309;0;1500
Bodega 1 Comprimidos (segundo piso);OMEPRAZOL 20MG. X30CAPS. LAB. CURAESPRING;7804673040232;134;0;1000
Bodega 1 Comprimidos (segundo piso);OMEPRAZOL 30CAP LCH 20MG;7800007802705;34;0;1500
Bodega 1 Comprimidos (segundo piso);PARACETAMOL 160 MG TAPSIN 16 COMP;7800004006410;0;0;1500
Bodega 1 Comprimidos (segundo piso);PARACETAMOL 500MG X16COMP LAB. OPKO;7804620835829;584;0;500
Bodega 1 Comprimidos (segundo piso);PARACETAMOL 80MG 16COMP LAB LCH;7800007803788;165;0;1000
Bodega 1 Comprimidos (segundo piso);PARACETAMOL ANALGESICO - ANTIPIRETICO 500 MG. 16 COMP. LAB. CHILE;7800007124326;29;0;500
Bodega 1 Comprimidos (segundo piso);PARACETAMOL INFANTIL PARACETAMOL 80MG X20COMP LAB. MILAB;7800063111001;179;0;1000
Bodega 1 Comprimidos (segundo piso);PENTINOR 150 PREGABALINA 150MG LAB ASCEND;7804650881780;141;0;5000
Bodega 1 Comprimidos (segundo piso);PENTINOR 75MG CAP X40 PREGABALINA;7804650881773;0;0;3000
Bodega 1 Comprimidos (segundo piso);PERENTERYL  PROBIOTICO ADULTO 250 MG   10 CAPS.  LAB. AXON PHARMA;3583316669293;28;0;10000
Bodega 1 Comprimidos (segundo piso);PERENTERYL SACCHAROMYCE BOULARDII NIÑO U. ORAL 250 MG 10 SAB. LAB. AXON;7804651290130;1;0;10000
Bodega 1 Comprimidos (segundo piso);PHOSLO ACETATO DE CALCIO 667MG X60COMP LAB.PASTEUR;7800068014031;0;0;9500
