Código genérico,Nombre producto genérico,Descripción producto genérico,Tipo producto,Código ONU,Clasificación ONU,Clasificación interna,Estado Código genérico,Canasta Intermediación,Canasta Esencial de Medicamentos,Fecha inicio abastecimiento,Estado producto Intermediación,Motivo eliminación Intermediación,Canasta Programa Ministerial,Detalle Programas Ministeriales,Canasta Farmacia Privada,Prioridad
100006992,CODEINA FOSFATO PVO FARMACOPEA FRA50A60G,"CODEINA FOSFATO POLVO DROGA FARMACOPEA ENVASADO EN FRASCO CON TAPA ROSCA50 A 60 GRAMOS, POLVO DEBE ESTAR CONTENIDO EN BOLSA PLASTICA AL INTERIORDEL ENVASE. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. EL PRECIO SERA EVALUADO POR GRAMO. COTIZAR POR FRASCO.",Psicotrópicos,51142202,Fosfato de codeina,Narcóticos,Activo,Intermediación,0,21/1/2022,OK,,,,,si
100006993,"ESTRADIOL 0,5MG GELTRANSD FRA 70A80DOSIS","ESTRADIOL GEL TRANSDERMICO DEBE PROPORCIONAR 0,5 MG DE ESTRADIOL PORDOSIS, PRESENTACIÓN EN FRASCO 70 A 80 DOSIS CON VALVULA DOSIFICADORA. DEBE INCORPORAR 1 FOLLETO INFORMATIVO AL PACIENTE POR CADA FRASCO. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. PRECIO SERA EVALUADO POR DOSIS. COTIZAR POR FRASCO.",Fármacos,51181822,Valerato de estradio,"Estrógenos, progestágenos y anticoncep.",Activo,Intermediación,1,21/1/2022,OK,,,,Farmacias Privadas,si
100006994,"ABSORBENTE ANHIDRIDO CARBONICO BID 4,5KG","ABSORBENTE DE ANHIDRIDO CARBONICO DE GRADO MEDICO CON INDICADOR DEVIRAJE (QUE SEÑALE EL AGOTAMIENTO DE LA CAL SODADA), GRANO DE FORMAIRREGULAR O ESFERAS TAMAÑO 2 A 5 MM, ENVASADO EN BIDON 4,5 KG. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. UNIDADDE DESPACHO EN CAJA MAXIMO 4 BIDONES. COTIZAR POR BIDON.",Insumos,42272502,Unidades de absorció,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,si
100006995,INMUNOGLOBULINA G HUMANA 5A10 GRAMOS FAM,INMUNOGLOBULINA G HUMANA O INMUNOGLOBULINA HUMANA NORMAL 5 A 10 GRAMOSEN SOLUCION INYECTABLE FRASCO AMPOLLA 50 A 100 ML O 5 A 10 GRAMOS ENPOLVO LIOFILIZADO FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUEASEGURE LA INVIOLABILIDAD DEL CONTENIDO. PRECIO SERA EVALUADO PORGRAMOS. COTIZAR POR FRASCO AMPOLLA.,Refrigerados,51201806,Inmunoglobulina G (I,"Inmunoestimulantes, inmunoglobulinas",Activo,Intermediación,1,21/1/2022,OK,,,,,si
100006997,LP +PRO1 MOD. 1- ZONA 1 BOL 1 KG,LECHE PURITA +PRO1 MODALIDAD 1- ZONA 1 X KILOGRAMO (KG),Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Activo,,0,,,,,,,si
100006998,LP +PRO1 MOD. 1- ZONA 2 BOL 1 KG,LECHE PURITA +PRO1 MODALIDAD 1- ZONA 2 X KILOGRAMO (KG),Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Activo,,0,,,,,,,si
100007001,VACUNA COVID-19 ARNm MODERNA FAM,"VACUNA CONTRA SARS-CoV-2 PLATAFORMA DE PRODUCCIÓN TIPO ARN MENSAJEROmRNA1273 PARA DOSIS DE 50 MCG, PRESENTACIÓN  MULTIDOSIS ENVASADA ENFRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. PRECIO SERÁ EVALUADO POR DOSIS DEDE 50 MCG. COTIZAR POR FRASCO AMPOLLA.",Refrigerados,51201608,Vacuna antigripal,"Vacunas, antígenos y toxoides",Activo,Intermediación,0,31/5/2022,OK,,,,,
100007002,TEST RAPIDO ANTIGENO SARS COV-2,"TEST DE ANTIGENO PARA DETECCIÓN DE SARS COV-2 Y TOMA DE MUESTRA MEDIANTEHISOPADO NASAL ENVASADO EN CAJA. CADA CAJA DEBE INDICAR UN NUMERO DEFOLIO UNICO (POR PROVEEDOR), SERIADO, VISIBLE, ALFANUMERICO DE 6 A 8CARACTERES QUE PERMITA REALIZAR LA TRAZABILIDAD DISPOSITIVO - PERSONA.EL NUMERO DE FOLIO UNICO DEBE ESTAR IMPRESO EN LA CAJA O A TRAVÉS DEADHESIVO QUE ASEGURE LA INVIOLABILIDAD DEL NUMERO (CON SUFICIENTEADHESIVO, QUE SE ROMPA AL SACARLO).  EL NUMERO IMPRESO EN CAJA O ELADHESIVO, NO PUEDE ALTERAR INFORMACION RELEVANTE DE LA ROTULACIONORIGINAL. ES DESEABLE QUE EL DISPOSITIVO DE LECTURA CONTENGA EL NUMERODE FOLIO. LA CAJA DEBE INCLUIR EL DISPOSITIVO DE LECTURA EN ENVASEINDIVIDUAL PARA LA DETECCION DE AG POR INMUNOCROMATOGRAFIA, UN TUBO DEEXTRACCION CON SU TAPA RESPECTIVA, HISOPO TOMA MUESTRA NASAL ESTERIL,TAMPON, SOLUCION BUFFER O FASE MOVIL, INSTRUCTIVO DE USO EN IDIOMAESPAÑOL. PUEDE CONTENER SOPORTE PARA EL TUBO DE EXTRACCION EN CASO DEQUE EL DISEÑO LO AMERITE.  EL TEST DE ANTIGENO DEBE TENER AL MENOS UNASENSIBILIDAD DE 90% Y ESPECIFICIDAD DE 95% Y CONTAR CON CERTIFICADO DEVERIFICACIÓN O EL CERTIFICADO DE REVISION DE ANTECEDENTES QUE ACOMPAÑANAL DISPOSITIVO MEDICO EMANADO POR EL ISP. EL USO PREVISTO POR ELFABRICANTE DEBE RESPALDAR SU USO COMO AUTOTEST A NIVEL DE USUARIO SINEXPERIENCIA PREVIA. ENVASE INDIVIDUAL CON SELLO QUE ASEGUREINVIOLABILIDAD DEL CONTENIDO QUE CONTENGA UN TEST. COTIZAR POR TEST.",Insumos,41116104,Kits de ensayo quími,Kit de diagnóstico,Inactivo,,0,,,,,,,
100007010,LP +PRO1 MOD. 1- ZONA 3 BOL 1 KG,LECHE PURITA +PRO1 MODALIDAD 1- ZONA 3 X KILOGRAMO (KG),Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Activo,,0,,,,,,,si
100007011,LP +PRO1 MOD. 1- ZONA 4 BOL 1 KG,LECHE PURITA +PRO1 MODALIDAD 1- ZONA 4 X KILOGRAMO (KG),Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Activo,,0,,,,,,,si
100007012,LP +PRO1 MOD. 1- ZONA 5 BOL 1 KG,LECHE PURITA +PRO1 MODALIDAD 1- ZONA 5 X KILOGRAMO (KG),Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Activo,,0,,,,,,,si
100007013,PURITA +PRO2 MOD. 1- ZONA 1 BOL 1 KG,PURITA +PRO2 MODALIDAD 1- ZONA 1 X KILOGRAMO (KG),Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Activo,,0,,,,,,,si
100007014,PURITA +PRO2 MOD. 1- ZONA 2 BOL 1 KG,PURITA +PRO2 MODALIDAD 1- ZONA 2 X KILOGRAMO (KG),Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Activo,,0,,,,,,,si
100007015,PURITA +PRO2 MOD. 1- ZONA 3 BOL 1 KG,PURITA +PRO2 MODALIDAD 1- ZONA 3 X KILOGRAMO (KG),Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Activo,,0,,,,,,,si
100007016,PURITA +PRO2 MOD. 1- ZONA 4 BOL 1 KG,PURITA +PRO2 MODALIDAD 1- ZONA 4 X KILOGRAMO (KG),Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Activo,,0,,,,,,,si
100007018,PURITA +PRO2 MOD. 1- ZONA 5 BOL 1 KG,PURITA +PRO2 MODALIDAD 1- ZONA 5 X KILOGRAMO (KG),Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Activo,,0,,,,,,,si
100007019,BEB.LACT MODALIDAD 1-ZONA 1 BOL 1 KG,BEBIDA LACTEA MODALIDAD 1-ZONA 1  X KILOGRAMO (KG),Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Activo,,0,,,,,,,si
100007020,BEB.LACT MODALIDAD 1-ZONA 2 BOL 1 KG,BEBIDA LACTEA MODALIDAD 1-ZONA 2  X KILOGRAMO (KG),Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Activo,,0,,,,,,,si
100007021,BEB.LACT MODALIDAD 1-ZONA 3 BOL 1 KG,BEBIDA LACTEA MODALIDAD 1-ZONA 3  X KILOGRAMO (KG),Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Activo,,0,,,,,,,si
100007022,BEB.LACT MODALIDAD 1-ZONA 4 BOL 1 KG,BEBIDA LACTEA MODALIDAD 1-ZONA 4  X KILOGRAMO (KG),Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Activo,,0,,,,,,,si
100007023,BEB.LACT MODALIDAD 1-ZONA 5 BOL 1 KG,BEBIDA LACTEA MODALIDAD 1-ZONA 5  X KILOGRAMO (KG),Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Activo,,0,,,,,,,si
100007031,BCG 25 A 50 MG ADM INTRAVESICAL FAM,BCG POLVO LIOFILIZADO PARA INSTILACION INTRAVESICAL 25 A 50 MG FRASCOAMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DELCONTENIDO. PRECIO SERA EVALUADO POR MILIGRAMO. COTIZAR POR FRASCOAMPOLLA.,Refrigerados,51201647,Vacuna BCG,"Vacunas, antígenos y toxoides",Activo,Intermediación,1,14/7/2021,OK,,,,,si
100007032,PALIPERIDONA 175MG SUSP INY.LIB.PROL,PALIPERIDONA 175 MG SUSPENSIÓN INYECTABLE DE LIBERACIÓN PROLONGADAENVASADO EN JERINGA PRELLENADA. ENVASE RESISTENTE CON SELLO QUE ASEGURELA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR JERINGA PRELLENADA.,Fármacos,51141704,Risperidona,"Ansiolíticos, tranquiliz., antimaníacos",Inactivo,,0,,,,,,,
100007033,PALIPERIDONA 263MG SUSP INY.LIB.PROL,PALIPERIDONA 263 MG SUSPENSIÓN INYECTABLE DE LIBERACIÓN PROLONGADAENVASADO EN JERINGA PRELLENADA. ENVASE RESISTENTE CON SELLO QUE ASEGURELA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR JERINGA PRELLENADA.,Fármacos,51141704,Risperidona,"Ansiolíticos, tranquiliz., antimaníacos",Inactivo,,0,,,,,,,
100007034,PALIPERIDONA 350MG SUSP INY.LIB.PROL,PALIPERIDONA 350 MG SUSPENSIÓN INYECTABLE DE LIBERACIÓN PROLONGADAENVASADO EN JERINGA PRELLENADA. ENVASE RESISTENTE CON SELLO QUE ASEGURELA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR JERINGA PRELLENADA.,Fármacos,51141704,Risperidona,"Ansiolíticos, tranquiliz., antimaníacos",Inactivo,,0,,,,,,,
100007035,PALIPERIDONA 525MG SUSP INY.LIB.PROL,PALIPERIDONA 525 MG SUSPENSIÓN INYECTABLE DE LIBERACIÓN PROLONGADAENVASADO EN JERINGA PRELLENADA. ENVASE RESISTENTE CON SELLO QUE ASEGURELA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR JERINGA PRELLENADA.,Fármacos,51141704,Risperidona,"Ansiolíticos, tranquiliz., antimaníacos",Inactivo,,0,,,,,,,
100007038,CIPRO/DEXAM 3MG/1MG/ML S.OFT.FRA 5 A10ML,CIPROFLOXACINO/DEXAMETASONA 3MG/1MG/ML SOLUCION OFTALMICA FRASCO 5 A10 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. PRECIO SERA EVALUADO POR ML. COTIZAR POR FRASCO.,Fármacos,51101542,Ciprofloxacina,Oftálmicos,Activo,Intermediación,1,14/7/2021,OK,,,,,si
100007040,TOXINA BOTULI PVO.P.SOL.INY FAM 200A500U,"TOXINA CLOSTRIDIUM BOTULINUM TIPO A, INDICACION APROBADA POR REGISTROSANITARIO PARA BLEFAROESPASMO, DISTONIA Y ESPASMO HEMIFACIAL, POLVO PARASOLUCION INYECTABLE O  POLVO LIOFILIZADO PARA SOLUCION INYECTABLEENVASADO EN FRASCO AMPOLLA QUE CONTENGA DESDE 200 UNIDADES HASTA 500UNIDADES. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. PRECIO SERA EVALUADO POR TRATAMIENTO. COTIZAR POR FRASCOAMPOLLA.",Refrigerados,51152005,Toxina botulínica,"Vacunas, antígenos y toxoides",Activo,,0,,,,,,,si
100007041,FORM ADTO POLIMER HIPOGL HIPERPROT LIQUI,"FORMULA POLIMERICA HIPOGLUCIDICA HIPERCALORICA HIPERPROTEICA ADULTO DEUSO ENTERAL SUPLEMENTADA CON CANTIDADES SUFICIENTES DE VITAMINAS,MINERALESY OLIGOELEMENTOS PARA CUBRIR LOS REQUERIMIENTOS MINIMOS DIARIOSDEL PACIENTE  (MAYORES DE 10 AÑOS), ENVASADO EN ENVASE RTH O RTU DE 500O 1000 ML. PRECIO SERA EVALUADO POR ML. COTIZAR POR ENVASE RTH O RTU.",Alimentos,50131701,Productos de mantequ,Suplementos alimentarios no programas,Activo,,0,,,,,,,
100007043,SILLA RUEDAS NEUROLOGICA ADTO AS 37A38CM,"SILLA DE RUEDAS NEUROLOGICA ADULTO DE ALUMINIO Y ACERO RECUBIERTOS.ANCHO DE ASIENTO 37 A 38 CM, PROFUNDIDAD DEL ASIENTO REGULABLE EN UNMINIMO ENTRE UN 40 Y 43 CM HASTA UN MAXIMO ENTRE 50 Y 53 CM. ASIENTO YRESPALDO ACOLCHADOS CON ESPUMA DE DENSIDAD IGUAL O SUPERIOR A 40KG/M³.COJIN DE RESPALDO PREFORMADO CON APOYO LUMBAR Y LATERALES INTEGRADOS.COJINES DE RESPALDO Y ASIENTO FIJOS MEDIANTE VELCRO U OTRO SISTEMA QUEPERMITA SU EXTRACCION. APOYA BRAZOS LARGO, ACOLCHADO O BLANDO,DESMONTABLE, REGULABLE EN ALTURA. PIERNERA BATIENTE Y DESMONTABLE,REGULACION DE ANGULO DE POSICION HASTA 90°. PIERNERA CON ACOLCHADO ANIVEL DE LA RODILLA DEL USUARIO. SOPORTE DE PANTORRILLAS REGULABLES ENALTURA Y PROFUNDIDAD. REPOSAPIES REGULABLE EN ALTURA DE DOS HOJAS,REGULABLE EN ANGULO DE POSICIONDEL PIE. FRENOS DE PALANCA BILATERALAJUSTABLES EN LA HORIZONTAL O FRENOS DE TAMBOR CON SISTEMA DE BLOQUEO ESPOSICION DE ESTACIONAMIENTO. RUEDAS DELANTERAS DE 5 A 7 PULGADAS EN PU OINFLABLES. HORQUILLAS DE RUEDAS DELANTERAS CON OPCION DE REGULAR ALTURA.RUEDAS TRASERAS DE 12 a 24 PULGADAS EN PU O INFLABLES. PAR ANTIVUELCOABATIBLE. BASCULACION DE AL MENOS 20° SOBRE 0°. RECLINACION POSTERIOR DERESPALDO DE AL MENOS 40° DESDE 90°. RESPLADO PLEGABLE SOBRE ASIENTO PARATRANSPORTE. TAPIZ EN MATERIAL SINTETICO DESMONTABLE Y LAVABLE. RESPALDOCON FRANJA REFLECTANTE O REFLECTANTE EN ZONA POSTERIOR. PROTECTORESLATERALES A AMBOS COSTADOS. BASTON DE EMPUJE REGULABLE EN ALTURA, CONEMPUÑADURA ERGONOMICA Y ANTIDESLIZANTE. REPOSAPIES O PIERNERAS DEBENDISPONER DE UN MEDIO PARA IMPEDIR QUE LOS PIES DEL OCUPANTE SE DESLICENHACIA ATRAS. REPOSACABEZA (CABEZAL) AJUSTABLE, ACOLCHADO Y DESMONTABLE,REGULABLE EN ALTURA, PROFUNDIDAD Y LATERALES. REPOSABRAZOS, REPOSAPIES,PIERNERAS, SISTEMA DE RECLINACION Y BASCULACION DEBEN DISPONER DE UNMEDIO SEGURO PARA FIJARLOS EN CUALQUIER POSICION PREVISTA. SISTEMAS DEREGULACION DE ALTURA  DEBEN SER POSIBLES DE REGULAR EN INCREMENTOS QUENO EXCEDAN LOS 2,5 CENTIMETROS. SISTEMAS DE REGULACION DE ALTURA DEBASTON DE EMPUJE Y AJUSTE DE CABEZAL, RECLINACION Y BASCULACION DEBENSER POSIBLES DE REALIZAR SIN USO DE HERRAMIENTAS. SE DEBE REDUCIR EL USODE HERRAMIENTAS EN ARMADO Y CONFIGURACION DE PARTES PERSONALIZABLES (QUENO SEAN LAS ANTERIORMENTE MENCIONADAS). DEBE INCORPORAR KIT DEHERRAMIENTAS EN CASO DE SER NECESARIO. SOPORTE DE PESO MAXIMO DE ALMENOS 120 KG. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR SILLA DE RUEDAS.",Insumos,42192210,Sillas de ruedas,"Traslado, posic. personas c/discapacidad",Inactivo,,0,,,,,,,
100007044,SILLA RUEDAS NEUROLOGICA ADTO AS 40CM,"SILLA DE RUEDAS NEUROLOGICA ADULTO DE ALUMINIO Y ACERO RECUBIERTOS.ANCHO DE ASIENTO 40 CM, PROFUNDIDAD DEL ASIENTO REGULABLE EN UN MINIMOENTRE UN 40 Y 43 CM HASTA UN MAXIMO ENTRE 50 Y 53 CM. ASIENTO Y RESPALDOACOLCHADOS CON ESPUMA DE DENSIDAD IGUAL O SUPERIOR A 40KG/M³.  COJIN DERESPALDO PREFORMADO CON APOYO LUMBAR Y LATERALES INTEGRADOS. COJINES DERESPALDO Y ASIENTO FIJOS MEDIANTE VELCRO U OTRO SISTEMA QUE PERMITA SUEXTRACCION. APOYA BRAZOS LARGO, ACOLCHADO O BLANDO, DESMONTABLE,REGULABLE EN ALTURA. PIERNERA BATIENTE Y DESMONTABLE, REGULACION DEANGULO DE POSICION HASTA 90°. PIERNERA CON ACOLCHADO A NIVEL DE LARODILLA DEL USUARIO. SOPORTE DE PANTORRILLAS REGULABLES EN ALTURA YPROFUNDIDAD. REPOSAPIES REGULABLE EN ALTURA DE DOS HOJAS, REGULABLE ENANGULO DE POSICIONDEL PIE. FRENOS DE PALANCA BILATERAL  AJUSTABLES EN LAHORIZONTAL O FRENOS DE TAMBOR CON SISTEMA DE BLOQUEO ES POSICION DEESTACIONAMIENTO. RUEDAS DELANTERAS DE 5 A 7 PULGADAS EN PU O INFLABLES.HORQUILLAS DE RUEDAS DELANTERAS CON OPCION DE REGULAR ALTURA. RUEDASTRASERAS DE 12 a 24 PULGADAS EN PU O INFLABLES. PAR ANTIVUELCO ABATIBLE.BASCULACION DE AL MENOS 20° SOBRE 0°. RECLINACION POSTERIOR DE RESPALDODE AL MENOS 40° DESDE 90°. RESPLADO PLEGABLE SOBRE ASIENTO PARATRANSPORTE. TAPIZ EN MATERIAL SINTETICO DESMONTABLE Y LAVABLE. RESPALDOCON FRANJA REFLECTANTE O REFLECTANTE EN ZONA POSTERIOR. PROTECTORESLATERALES A AMBOS COSTADOS. BASTON DE EMPUJE REGULABLE EN ALTURA, CONEMPUÑADURA ERGONOMICA Y ANTIDESLIZANTE. REPOSAPIES O PIERNERAS DEBENDISPONER DE UN MEDIO PARA IMPEDIR QUE LOS PIES DEL OCUPANTE SE DESLICENHACIA ATRAS. REPOSACABEZA (CABEZAL) AJUSTABLE, ACOLCHADO Y DESMONTABLE,REGULABLE EN ALTURA, PROFUNDIDAD Y LATERALES. REPOSABRAZOS, REPOSAPIES,PIERNERAS, SISTEMA DE RECLINACION Y BASCULACION DEBEN DISPONER DE UNMEDIO SEGURO PARA FIJARLOS EN CUALQUIER POSICION PREVISTA. SISTEMAS DEREGULACION DE ALTURA  DEBEN SER POSIBLES DE REGULAR EN INCREMENTOS QUENO EXCEDAN LOS 2,5 CENTIMETROS. SISTEMAS DE REGULACION DE ALTURA DEBASTON DE EMPUJE Y AJUSTE DE CABEZAL, RECLINACION Y BASCULACION DEBENSER POSIBLES DE REALIZAR SIN USO DE HERRAMIENTAS. SE DEBE REDUCIR EL USODE HERRAMIENTAS EN ARMADO Y CONFIGURACION DE PARTES PERSONALIZABLES (QUENO SEAN LAS ANTERIORMENTE MENCIONADAS). DEBE INCORPORAR KIT DEHERRAMIENTAS EN CASO DE SER NECESARIO. SOPORTE DE PESO MAXIMO DE ALMENOS 120 KG. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR SILLA DE RUEDAS.",Insumos,42192210,Sillas de ruedas,"Traslado, posic. personas c/discapacidad",Inactivo,,0,,,,,,,
100007045,SILLA RUEDAS NEUROLOGICA ADTO AS 43CM,"SILLA DE RUEDAS NEUROLOGICA ADULTO DE ALUMINIO Y ACERO RECUBIERTOS.ANCHO DE ASIENTO 43 CM, PROFUNDIDAD DEL ASIENTO REGULABLE EN UN MINIMOENTRE UN 40 Y 43 CM HASTA UN MAXIMO ENTRE 50 Y 53 CM. ASIENTO Y RESPALDOACOLCHADOS CON ESPUMA DE DENSIDAD IGUAL O SUPERIOR A 40KG/M³.  COJIN DERESPALDO PREFORMADO CON APOYO LUMBAR Y LATERALES INTEGRADOS. COJINES DERESPALDO Y ASIENTO FIJOS MEDIANTE VELCRO U OTRO SISTEMA QUE PERMITA SUEXTRACCION. APOYA BRAZOS LARGO, ACOLCHADO O BLANDO, DESMONTABLE,REGULABLE EN ALTURA. PIERNERA BATIENTE Y DESMONTABLE, REGULACION DEANGULO DE POSICION HASTA 90°. PIERNERA CON ACOLCHADO A NIVEL DE LARODILLA DEL USUARIO. SOPORTE DE PANTORRILLAS REGULABLES EN ALTURA YPROFUNDIDAD. REPOSAPIES REGULABLE EN ALTURA DE DOS HOJAS, REGULABLE ENANGULO DE POSICIONDEL PIE. FRENOS DE PALANCA BILATERAL  AJUSTABLES EN LAHORIZONTAL O FRENOS DE TAMBOR CON SISTEMA DE BLOQUEO ES POSICION DEESTACIONAMIENTO. RUEDAS DELANTERAS DE 5 A 7 PULGADAS EN PU O INFLABLES.HORQUILLAS DE RUEDAS DELANTERAS CON OPCION DE REGULAR ALTURA. RUEDASTRASERAS DE 12 a 24 PULGADAS EN PU O INFLABLES. PAR ANTIVUELCO ABATIBLE.BASCULACION DE AL MENOS 20° SOBRE 0°. RECLINACION POSTERIOR DE RESPALDODE AL MENOS 40° DESDE 90°. RESPLADO PLEGABLE SOBRE ASIENTO PARATRANSPORTE. TAPIZ EN MATERIAL SINTETICO DESMONTABLE Y LAVABLE. RESPALDOCON FRANJA REFLECTANTE O REFLECTANTE EN ZONA POSTERIOR. PROTECTORESLATERALES A AMBOS COSTADOS. BASTON DE EMPUJE REGULABLE EN ALTURA, CONEMPUÑADURA ERGONOMICA Y ANTIDESLIZANTE. REPOSAPIES O PIERNERAS DEBENDISPONER DE UN MEDIO PARA IMPEDIR QUE LOS PIES DEL OCUPANTE SE DESLICENHACIA ATRAS. REPOSACABEZA (CABEZAL) AJUSTABLE, ACOLCHADO Y DESMONTABLE,REGULABLE EN ALTURA, PROFUNDIDAD Y LATERALES. REPOSABRAZOS, REPOSAPIES,PIERNERAS, SISTEMA DE RECLINACION Y BASCULACION DEBEN DISPONER DE UNMEDIO SEGURO PARA FIJARLOS EN CUALQUIER POSICION PREVISTA. SISTEMAS DEREGULACION DE ALTURA  DEBEN SER POSIBLES DE REGULAR EN INCREMENTOS QUENO EXCEDAN LOS 2,5 CENTIMETROS. SISTEMAS DE REGULACION DE ALTURA DEBASTON DE EMPUJE Y AJUSTE DE CABEZAL, RECLINACION Y BASCULACION DEBENSER POSIBLES DE REALIZAR SIN USO DE HERRAMIENTAS. SE DEBE REDUCIR EL USODE HERRAMIENTAS EN ARMADO Y CONFIGURACION DE PARTES PERSONALIZABLES (QUENO SEAN LAS ANTERIORMENTE MENCIONADAS). DEBE INCORPORAR KIT DEHERRAMIENTAS EN CASO DE SER NECESARIO. SOPORTE DE PESO MAXIMO DE ALMENOS 120 KG. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR SILLA DE RUEDAS.",Insumos,42192210,Sillas de ruedas,"Traslado, posic. personas c/discapacidad",Inactivo,,0,,,,,,,
