Producto;Codigo;Stock;Costo;Precio;Categoria;Estado
PARACETAMOL 125MG 6 SUPOSITORIOS LAB. SEVEN PHARMA;8906051722880;0;0;1000;Analgésico;POR ENCARGO
PARACETAMOL 160 MG TAPSIN 16 COMP;7800004006410;0;0;1500;Analgésico;POR ENCARGO
PARACETAMOL 1G LAB HOSPIFARMA;7804640561463;0;0;2000;Analgésico;POR ENCARGO
PARACETAMOL 500 MG . 16 COMPRIMIDOS ORALES. ANDROMACO;7800018000565;0;0;500;Analgésico;POR ENCARGO
PARACETAMOL X500 PINNACLE B;7804677770548;0;0;500;Analgésico;POR ENCARGO
PARAGON 21 POR UNIDAD;7804995106630;0;0;500;Equipamiento de uso médico;POR ENCARGO
PARCHE ADHESIVO 5X8CM;6920221110002;0;0;250;Dispositivos y accesorios médicos;POR ENCARGO
PARCHE CAPSICO 18X13 CMS;7800004032853;0;0;2000;Dispositivos y accesorios médicos;POR ENCARGO
PARCHE CURITA 72MMX19MM CAJA X100UND;7804680940129;0;0;2000;Dispositivos y accesorios médicos;POR ENCARGO
PARCHE LEON ARNICA. UNIDAD;4005800154188;0;0;5000;Dispositivos y accesorios médicos;POR ENCARGO
PARCHE LEON CAPSAICINA. 1 UN.;4005800154195;0;0;5000;Dispositivos y accesorios médicos;POR ENCARGO
PARCHES CLASICOS FAMILY SET 100 UNIDADES 72X19 CMS.;7805633001997;0;0;2500;SIN CLASIFICAR;POR ENCARGO
PARCHES RESISTENTES AL AGUA 6.1 X 2.5 CM;7805633008088;0;0;1000;Agua y electrolitos;POR ENCARGO
PARODONTAX BLANQUEDOR CREMA DENTAL 124G;7794640170386;0;0;5500;Fórmulas especificados por Minsal;POR ENCARGO
PARODONTAX FLUOR CREM DEN GSK;7896015527457;0;0;5000;SIN CLASIFICAR;POR ENCARGO
PAROXETINA X 20MG X30COMP LAB. LCH;7800007803795;0;0;5000;Antidepresivos;POR ENCARGO
PASIFLORA EN GOTAS;2010380121705;0;0;7500;SIN CLASIFICAR;POR ENCARGO
PASSIFLORA COMPUESTA MEDICAMENTO HOMEOPATICO 30ML LAB. KNOP;2000341103475;0;0;6500;SIN CLASIFICAR;POR ENCARGO
PASSIFLORA T.M MEDICAMENTO HOMEOPATICO 30ML LAB. KNOP;7803504001688;0;0;6500;SIN CLASIFICAR;POR ENCARGO
PASSIFLORA T.M MEDICAMENTO HOMEOPATICO 50 COMP. LAB. KNOP;7803504001725;0;0;3000;SIN CLASIFICAR;POR ENCARGO
PASTA DENTAL AQUAFRESH TRIPE ACCION 126 G;7804900000534;0;0;1700;Dermatológicos, fanereos;POR ENCARGO
PASTA DENTAL SENSODYNE REPARAPROTEGE 100G;7804640170130;0;0;6000;Dermatológicos, fanereos;POR ENCARGO
PASTA DENTAL ULTRA BLANCO. 90 GRS.;7793100111891;0;0;1470;Dermatológicos, fanereos;POR ENCARGO
PASTA LASSAR POMADA TOPICA X50G LAB. VALMA;7800044002052;0;0;2500;Dermatológicos, fanereos;POR ENCARGO
PASTA SENSIBILIDAD Y ENCIAS BLANQUADORA. 100 GRS.;7501065064585;0;0;6250;Dermatológicos, fanereos;POR ENCARGO
PATA DE VACA X30ML KNOP;2010380121743;0;0;5000;SIN CLASIFICAR;POR ENCARGO
PAXON BUSPIRONA 10MG;7800060011861;0;0;18000;Medicamentos y Productos Farmacéuticos;POR ENCARGO
PAXON BUSPIRONA 5MG X20COMP LAB. SAVAL;7800060011854;0;0;13500;Medicamentos y Productos Farmacéuticos;POR ENCARGO
PAÑUELO DESECHABLE 6 UND. FAM SET;7805633012771;0;0;250;SIN CLASIFICAR;POR ENCARGO
PEDIASURE VAINILLA POLVO 850GR;8886451011701;0;0;20000;Otros equipos electrom. no especificados;POR ENCARGO
PEILARMINA CLINICA PIEL SENCIBLE X750ML;7804907997820;0;0;7500;SIN CLASIFICAR;POR ENCARGO
PEINETA CAREY TOCADOR PREFACE N-21;7804969800229;0;0;1500;SIN CLASIFICAR;POR ENCARGO
PEINETA FAMILIAR N-56;7804969800533;0;0;2500;SIN CLASIFICAR;POR ENCARGO
PEINETA TINTURA 1 UND.;7891537286202;0;0;3000;SIN CLASIFICAR;POR ENCARGO
PEINETA Y CEPILLO COMB BRUSH 0+ PIGEON;4902508106511;0;0;5500;Dispositivos y accesorios médicos;POR ENCARGO
PEINETON GIGANTE 1 UND.;7891537300458;0;0;500;SIN CLASIFICAR;POR ENCARGO
PEINILLA PFIFFERY PRO;7708725270144;0;0;2000;SIN CLASIFICAR;POR ENCARGO
PEINILLA PRO LEVEL PFIFERY PRO;7708089795765;0;0;2000;SIN CLASIFICAR;POR ENCARGO
PENTINOR 75MG CAP X40 PREGABALINA;7804650881773;0;0;3000;Anticonvulsivantes, antiepilépticos;POR ENCARGO
PENTOXIFILINA RX PENTOXIFILINA 400MG X30COMP LAB. KOREA UNITED;7800086712117;0;0;6000;Medicamentos y Productos Farmacéuticos;POR ENCARGO
PEPA DE CALABAZA 30 CAPS;5010029020519;0;0;5000;SIN CLASIFICAR;POR ENCARGO
PEPA DE CALABAZA PLUS x60 CAPSULAS;7800063132327;0;0;4500;SIN CLASIFICAR;POR ENCARGO
PEPSODENT 3X2 TRIPLE+ CREM DENT FDI 90G;7805000172497;0;0;4000;SIN CLASIFICAR;POR ENCARGO
PEPSODENT CEPILLO DENTAL SUAVE;7805000323165;0;0;1000;Dispositivos y accesorios médicos;POR ENCARGO
PEPSODENT EXTRA WHITENING 90G;7805000180874;0;0;1500;SIN CLASIFICAR;POR ENCARGO
PEPSODENT PASTA DENTAL DIENTES FUERTES TRIPLE X90G UNILEVER;7891150094802;0;0;1500;Dermatológicos, fanereos;POR ENCARGO
PEPSODENT TRIPLE + PASTA DENTAL CON FLUOR 90G UNILEVER;6902088603828;0;0;1500;Dermatológicos, fanereos;POR ENCARGO
PEPSODENT TRIPLE + PASTA DENTAL CON FLUOR 90G UNILEVER;7891150090231;0;0;1500;Dermatológicos, fanereos;POR ENCARGO
PEPSODENT XTRA WHITENING PASTA DENTAL 90G -58ML X3 UNILEVER;7805000180898;0;0;3000;Dermatológicos, fanereos;POR ENCARGO
PERA DE GOMA N-12;7806130200166;0;0;5000;Agujas inyección, aspirac. y accesorios;POR ENCARGO
PERA DE GOMA N-8;7806130200142;0;0;3000;Agujas inyección, aspirac. y accesorios;POR ENCARGO
PERBOROL SOL.200ML.;7804972613113;0;0;3500;SIN CLASIFICAR;POR ENCARGO
PERFUME DIAVOLO ANTONIO BANDERAS 200ML;8411061849361841106184936;0;0;23000;SIN CLASIFICAR;POR ENCARGO
PERFUME DIAVOLO ANTONIO BANDERAS 50ML;8411061849378;0;0;14000;SIN CLASIFICAR;POR ENCARGO
PERFUME MILLIONAIRE TITANIUM INTENSE 100ML;7804902042785;0;0;14000;SIN CLASIFICAR;POR ENCARGO
PERIO AID CLORHEXIDINA 0.05% 500ML LAB. DENTAID;8427426041820;0;0;8000;Antibióticos;POR ENCARGO
PERIO AID CLORHEXIDINA 0.12% 500ML LAB. DENTAID;8427426041851;0;0;8000;Antibióticos;POR ENCARGO
PERTIUM NEBIVOLOL 5MG X30COMP LAB. SAVAL;7800060153776;0;0;8000;Antianginosos/antihipertensivo;POR ENCARGO
PERTUSSIN ANTITUSIVO GOTAS ORALES X30ML KNOP;2000341113511;0;0;5000;SIN CLASIFICAR;POR ENCARGO
PET-OTIC SOLUCION DE LIMPIEZA OTICA X100ML DRAG PHARMA;7800006003745;0;0;10000;Otras sales;POR ENCARGO
PETALOS DESMAQUILLADORES 80UND;7003260006464;0;0;1000;SIN CLASIFICAR;POR ENCARGO
PETALOS DESMAQUILLANTE 80UNI.;7805633025566;0;0;1500;SIN CLASIFICAR;POR ENCARGO
PETALOS DESMAQUILLANTES BEAUTY;7805633025559;0;0;1000;SIN CLASIFICAR;POR ENCARGO
PETALOS DESMAQUILLANTES X2 SPRING NATURAL;000002593654;0;0;2000;SIN CLASIFICAR;POR ENCARGO
PETEVER FORTE SHAMPOO ANTISEPTICO 150 ML DRAG PHARMA;7800006001291;0;0;8500;SIN CLASIFICAR;POR ENCARGO
PETRIZZIO ACIDO HIALUROLICO 1.5%;7804907980235;0;0;10000;Vitaminas, minerales y oligoelementos;POR ENCARGO
PETRIZZIO CREMA HYALURONICO EFFECTO DIA + NOCHE;7804907875258;0;0;13000;Fórmulas especificados por Minsal;POR ENCARGO
PETRIZZIO TOALLAS DESMAQUILLANTES LAB. PETRIZZIO;7804907971059;0;0;2000;SIN CLASIFICAR;POR ENCARGO
PETRIZZIO TOALLITAS DESMAQUILLANTES ROSAS X25UNIDADES LAB PETRIZZIO;7804907971042;0;0;2000;SIN CLASIFICAR;POR ENCARGO
PFIFFERY ADHESIVO PESTANAS CLEAR TONE 5 GR PFIFFERY;7708089795185;0;0;2500;SIN CLASIFICAR;POR ENCARGO
PFIFFERY ADHESIVO PESTANAS WATERPROOF DARK TONE 7 GRS PFIFFERY;7709099637762;0;0;2500;SIN CLASIFICAR;POR ENCARGO
PFIFFERY ADHESIVO PESTANAS WHITE TONE 5 GRS PFIFFERY;7708089795215;0;0;2500;SIN CLASIFICAR;POR ENCARGO
PFIFFERY PEINE ANTIESTATICA CARBON 1 UND. LAB. GENESIS;7709990734966;0;0;2500;Antídotos, quelantes y eméticos;POR ENCARGO
PFIFFERY PEINE MULTIUSOS CURLING HAIR 1 UND. LAB. GENESIS;7709990925937;0;0;1500;SIN CLASIFICAR;POR ENCARGO
PFIFFERY SET APLICADORES DE SOMBRAS 12 UND. PFIFFERY;75613042780735;0;0;1000;SIN CLASIFICAR;POR ENCARGO
PHARMATON VITALITY VITAMINAS+MINERALES A BASE DE PANAX GINSENG. X30COMP. SANOFI;3664798041521;0;0;7500;Dispositivos y accesorios médicos;POR ENCARGO
PHB ORTHODONTIC CEP DENT DENT 1UNI;8427426020351;0;0;4000;SIN CLASIFICAR;POR ENCARGO
PHB SUPER 6 CEPILLO SENSIBLE 1UNI;8437002591663;0;0;4000;Dispositivos y accesorios médicos;POR ENCARGO
PHB SUPER 8 CEPILLO MEDIO 1UNI;8427426020054;0;0;3500;Dispositivos y accesorios médicos;POR ENCARGO
PHILIPS AVENT BIBERON DE VIDRIO X240ML 8OZ;8720689006996;0;0;17500;Dispositivos y accesorios médicos;POR ENCARGO
PHILIPS AVENT CHUPETE ULTRA AIR NIGHTTIME 0-6m STAR;8720689012843;0;0;12500;SIN CLASIFICAR;POR ENCARGO
PHILLIPS PASTILLAS;78018686;0;0;1500;SIN CLASIFICAR;POR ENCARGO
PHOSLO ACETATO DE CALCIO 667MG X60COMP LAB.PASTEUR;7800068014031;0;0;9500;Medicamentos y Productos Farmacéuticos;POR ENCARGO
PIASCLEDINE ACEITE DE PERSEA GRATISSIMA + GLYCINE MAX 100MG + 200MG X30CAPS LAB. MEGALAB;7460536556557;0;0;33000;Laxantes;POR ENCARGO
PICLOKARE CLOPIDOGREL 75MG X28COMP LAB. DR REDDYS;7804667110323;0;0;4000;Trombolíticos/inhib. agregación plaquet.;POR ENCARGO
PICOLINATO DE CROMO 90 CAP 200 MCG VALLE Y SOL;1234567890128;0;0;12000;SIN CLASIFICAR;POR ENCARGO
PICOLINATO DE CROMO SUPLEMENTO ALIMENTICIO X30CAPS LAB. GREEN MEDICAL;7808713901200;0;0;3000;Vitaminas, minerales y oligoelementos;POR ENCARGO
PIEDRA POMEZ TRIM;71603004535;0;0;2000;Dispositivos y accesorios médicos;POR ENCARGO
PIELARMINA;7804907971080;0;0;5500;SIN CLASIFICAR;POR ENCARGO
PIELARMINA BODY COLAGENO CREMA CORPORAL X350ML;7804907969285;0;0;3000;Fórmulas especificados por Minsal;POR ENCARGO
PIELARMINA BODY KARITE MILK LOCION CORPORAL X350ML;7804907978805;0;0;4500;SIN CLASIFICAR;POR ENCARGO
PIELARMINA CASTAÑA;7804907928343;0;0;3000;SIN CLASIFICAR;POR ENCARGO
PIELARMINA CLINICAL BODY UREA 10 CREMA CORPORAL X350ML PETRIZZIO;7804907924543;0;0;5000;Fórmulas especificados por Minsal;POR ENCARGO
PIELARMINA CLINICAL MANOS DIABEDERM UREA 10 KARITE Y GLICERINA X70G PETRIZZIO;7804907988996;0;0;2500;Medicamentos y Productos Farmacéuticos;POR ENCARGO
PIELARMINA CREMAPARA MANOS CLASICA REPARACION INTENSA X60G PETRIZZIO;7804907099012;0;0;1500;SIN CLASIFICAR;POR ENCARGO
PIGEON ASPIRADOR NASAL CON CAJA 0+ MES BEST HOUSE;4902508105606;0;0;9000;Dispositivos y accesorios médicos;POR ENCARGO
PIGEON SOFTOUCH 1+ REP. X2 -80827- - Farmacia Elias;4902508808279;0;0;7000;SIN CLASIFICAR;POR ENCARGO
PILOCARPINA CLORHIDRATO SAVAL 40MG X10ML LAB. SAVAL;7800060003194;0;0;15000;Oftálmicos;POR ENCARGO
PINZA DE CEJAS PUNTA RECTA;75613042445261;0;0;1500;Dispositivos y accesorios médicos;POR ENCARGO
PINZA DEPILATORIA PFIFFERY PRO STAINLESS STEEL;7708428736305;0;0;1500;Dispositivos y accesorios médicos;POR ENCARGO
PINZAS DE PUNTA OBLICUA Y RECTA TRIM;71603005440;0;0;3000;Instrum. de medida, observación y ensayo;POR ENCARGO
PINZAS KIRAKIRA 500 C/U;6922331000334;0;0;500;SIN CLASIFICAR;POR ENCARGO
PLACA MANDIBULAR ANTI-BRUXISMO 1UN DRIMWELL;7809601104567;0;0;16000;Dispositivos y accesorios médicos;POR ENCARGO
PLAISANCE HOT IN GOLD X80ML;7804907915787;0;0;12000;SIN CLASIFICAR;POR ENCARGO
PLAISANCE HOT PHORIA PEACE;7804907992177;0;0;12000;SIN CLASIFICAR;POR ENCARGO
PLAISANCE HOT SENSATION;7804907810471;0;0;9500;SIN CLASIFICAR;POR ENCARGO
PLAISANCE HOT SEXY;7804907875425;0;0;9500;SIN CLASIFICAR;POR ENCARGO
PLURIAMIN DOXILAMINA SUCCINATO 10MGPIRIDOXINA CLORHIDRATO 10MG 30COMP. ABBOTT;7800026124598;0;0;18000;SIN CLASIFICAR;POR ENCARGO
PLURICEF CEFPODOXIMA 200MG X10COMP LAB. ASCEND;7804650885917;0;0;11000;Antibióticos;POR ENCARGO
PLUSTER MOMETASONA FUROATO 50MCG 120 DOSIS LAB. DEUTCHE;7795380002388;0;0;7000;Antigripales, descongestionantes nasales;POR ENCARGO
POEM FEM NOMEGESTROL ACETATO 2.5MG X28COMP;7800020187933;0;0;22000;Estrógenos, progestágenos y anticoncep.;POR ENCARGO
POLIXINA B 0.2BACITRICINA 0.8 15G. UNGUENTO;7800060011205;0;0;6500;SIN CLASIFICAR;POR ENCARGO
POMADA ALCANFORADA ALCANFOR 10G 25G LAB. VALMA;7800044000454;0;0;1800;SIN CLASIFICAR;POR ENCARGO
POWER SHOT;7805633015925;0;0;1000;SIN CLASIFICAR;POR ENCARGO
POWER SHOT ENERGETICO SABOR LIMON SIN AZUCAR X60ML;7805633015918;0;0;1000;SIN CLASIFICAR;POR ENCARGO
PRADAXA DABIGATRAN ETEXILATO 150MG X30CAPS LAB. BOEHINGER INGELHEIM;4048846004321;0;0;63000;Anticoagulantes;POR ENCARGO
PRAMIPEXOL DICLORHIDRATO MONOHIDRATO 1MG;7804620833313;0;0;12000;Antiparkinsonianos;POR ENCARGO
PRECTEC FILM I V 5X6 CANULA;8000246014665;0;0;500;Cánulas, estiletes y prod. succión quir.;POR ENCARGO
PREDNISOLONA ACETATO 1 5ML;803878031868;0;0;5000;Oftálmicos;POR ENCARGO
PREDNISONA 20 COMP. 20 MG. PASTEURNEW;7800068032738;0;0;2000;Corticosteroides, esteroides anabólicos;POR ENCARGO
PREDNISONA 20MG X20COMP HOSPIFARMA B;7804640562033;0;0;1500;Corticosteroides, esteroides anabólicos;POR ENCARGO
PREDNISONA 5MG 20COMP LCH;7800007125057;0;0;500;Corticosteroides, esteroides anabólicos;POR ENCARGO
PREFACE  GUANTE MITON N.54  1 UND. LAB. PREFACE;7804969800557;0;0;4760;Guantes;POR ENCARGO
PREFACE ABLANDADOR DE CANAS UNISEX X60ML LAB. D ALBERTO;7804969351493;0;0;2500;SIN CLASIFICAR;POR ENCARGO
PREFACE CEPILLO CAREY CON MANGO GRUESO N-43 1 UND. LAB. ALBERT LORENZ;7804969800441;0;0;7200;Dispositivos y accesorios médicos;POR ENCARGO
PREFACE CEPILLO LIMPIEZA DE UNAS N. 48 1 UND. LAB. PREFACE;7804969800496;0;0;2000;Dispositivos y accesorios médicos;POR ENCARGO
PREFACE CORTAUNAS N.13 PEQUEÑOS 1 UND. LAB. PREFACE;7804969800182;0;0;1000;SIN CLASIFICAR;POR ENCARGO
PREFACE CREMA NATURAL PEPINO SOFT X60ML;75613075662204;0;0;5000;Fórmulas especificados por Minsal;POR ENCARGO
PREFACE DESODORANTE SPRAY ACCION COBRE 145ML LAB. D ALBERT;7804969116047;0;0;6500;SIN CLASIFICAR;POR ENCARGO
PREFACE ENCRESPADOR DE PESTAÑAS 1 UND. LAB. ALBERT LORENZ;7804969800137;0;0;3000;SIN CLASIFICAR;POR ENCARGO
PREFACE ESCOFINA PIES N.2 1 UND. LAB. D ALBERT LORENZ;4026449555020;0;0;4500;SIN CLASIFICAR;POR ENCARGO
PREFACE ESPEJO DE CARTERA N.61 1 UND. LAB. PREFACE;7804969800625;0;0;4500;Dispositivos y accesorios médicos;POR ENCARGO
PREFACE ESPONJA POMEZ N. 8 1 UND. LAB. ALBERT LORENZ;4026449005709;0;0;3000;Dispositivos y accesorios médicos;POR ENCARGO
PREFACE ESPONJADE BAÑO COLGANTE HILO N-56 1 UND. ALBERT LORENZ;7804969800571;0;0;2000;Dispositivos y accesorios médicos;POR ENCARGO
PREFACE PEINE METAL PEDICULOSIS N.69 1 UND. LAB. ALBERT LORENZ;7804969800700;0;0;10000;SIN CLASIFICAR;POR ENCARGO
PREFACE PEINETA CAREY TENEDOR N-24 1 UND. ALBERT LORENZ;7804969800250;0;0;2000;SIN CLASIFICAR;POR ENCARGO
PREFACE PEINETA DESENREDANTE N-49 1 UND. LAB. DALBERT LORENZ;7804969800502;0;0;2500;SIN CLASIFICAR;POR ENCARGO
PREFACE PINZA DORADA N.7 1 UND. LAB. PREFACE;4026449100145;0;0;3500;Dispositivos y accesorios médicos;POR ENCARGO
PREFACE POLVO DECOLORANTE CAPILAR X30G LAB. D ALBERTO;7804969351639;0;0;1500;Otros equipos electrom. no especificados;POR ENCARGO
PREFACE SHAMPOO CABELLOS CANOS PREFACE 400ML;7804969128316;0;0;8000;SIN CLASIFICAR;POR ENCARGO
PREFACE TALCO PARA PIES CON OXIDO DE ZINC Y MENTOL 200G LAB. D ALBERT;7804969129207;0;0;3500;Medicamentos y Productos Farmacéuticos;POR ENCARGO
PREGABALINA 150MG X30 CAPS LAB ASCEND;7804650881223;0;0;7500;Anticonvulsivantes, antiepilépticos;POR ENCARGO
PREMIUM MULTI CARE PAD PETALOS DESMAQUILLADORES 50UND. HEXO;256645882253;0;0;1000;SIN CLASIFICAR;POR ENCARGO
PRENDEDOR PARA CHUPETE BUBU;7805633013785;0;0;2500;SIN CLASIFICAR;POR ENCARGO
PRESERVATIVO CON SABORES. 3 UNIDADES.;7804918403112;0;0;2500;Dispositivos y accesorios médicos;POR ENCARGO
PRESERVATIVOS LIFESTYLES STUDDED ROUGH RIDER 12 UNIDADES;7804918450178;0;0;5000;SIN CLASIFICAR;POR ENCARGO
PRESERVATIVOS SKYN INTENSE FEEL 3UN. SIN LATEX;7804918402450;0;0;5250;SIN CLASIFICAR;POR ENCARGO
PRESTAT PREGABALINA 75 MG. 40 COMP. BAGO;7800028002863;0;0;14000;Anticonvulsivantes, antiepilépticos;POR ENCARGO
PRESTOBARBA 2 ULTRAGRIP GILLETTE 1UND;7500435154420;0;0;1000;SIN CLASIFICAR;POR ENCARGO
PRESTOBARBA HOMBRE. GILLETTE 3;7702018880409;0;0;1500;SIN CLASIFICAR;POR ENCARGO
PRESTOBARBA QUATRO TITANIUM PIEL NORMAL. SCHICK;4891228530136;0;0;1500;SIN CLASIFICAR;POR ENCARGO
PRESTOBARBA SCHICK XTREME 3 SENSIBLE;7591066701015;0;0;1000;SIN CLASIFICAR;POR ENCARGO
PRETRIZZIO SKIN CARE  50G HIDRASHOCK;7804907985322;0;0;3500;SIN CLASIFICAR;POR ENCARGO
PREVENTOR;5411834923451;0;0;4500;SIN CLASIFICAR;POR ENCARGO
PREVENTOR 3 UN;5411834423456;0;0;1500;SIN CLASIFICAR;POR ENCARGO
PREVENTOR PRESERV RIBB X12;5411834087627;0;0;4500;SIN CLASIFICAR;POR ENCARGO
PREVENTOR PRESERVATIVO CLASSIC X12UND;5411834091228;0;0;4000;Dispositivos y accesorios médicos;POR ENCARGO
PREVENTOR PRESERVATIVO X3;5411834500201;0;0;1500;Dispositivos y accesorios médicos;POR ENCARGO
PRO DURALON PACK CEPILLO DENTAL DURO 2UND PROCTER Y GAMBLE;7501007457123;0;0;2500;Equipamiento de uso médico;POR ENCARGO
PRO LERTUS DICLOFENACO COLESTIRAMINA 140MG. X10CAPS. TECNOFARMA;7800070004372;0;0;7500;Analgésico Antinflamatorio;POR ENCARGO
PROALID TACROLIMUS 1MG X15G LAB. ROYAL PHARMA;7800059006533;0;0;20000;Inmunosupresores;POR ENCARGO
PROALID UNGUENTO TACROLIMUS 0.03;7800059006540;0;0;15000;Inmunosupresores;POR ENCARGO
PROBEL B SO BETAMETASONA 0.25 MG + CLORFENAMINA 2.00 MG. 120 ML. PASTEUR;7800068014192;0;0;9000;Corticosteroides, esteroides anabólicos;POR ENCARGO
PROBIOTICOS+VITAMINAS 30 COMP. NINO;7804651290055;0;0;15000;SIN CLASIFICAR;POR ENCARGO
PROCELAR GEL DERMATOLOGICO X15G LAB. ROYAL PHARMA;7800059003990;0;0;15000;SIN CLASIFICAR;POR ENCARGO
PROCION PREDNISONA 20MG X60ML LAB. EUROFARMA;7800046005495;0;0;8500;Corticosteroides, esteroides anabólicos;POR ENCARGO
PRODEL-B 30COMP PAST;7800068014888;0;0;8000;SIN CLASIFICAR;POR ENCARGO
PRODIGY 50 TIRAS- NO REQUIERE CODIFICACION;384840518001;0;0;14000;SIN CLASIFICAR;POR ENCARGO
PRODIGY MONITOREO GLUCOSA;518506361829;0;0;18000;Otras sales;POR ENCARGO
PROGENDO PROGESTERONA MICRONIZADA 100MG;7800026005385;0;0;19000;Estrógenos, progestágenos y anticoncep.;POR ENCARGO
PROPOL GRIP PROPOLEO + NARANJA + PALTO 5ML X125ML LAB. ACN;7805357000351;0;0;3000;Medicamentos y Productos Farmacéuticos;POR ENCARGO
PROPOLEO AJO 30ML;138055651547;0;0;3500;SIN CLASIFICAR;POR ENCARGO
PROPOLEO AJO X30ML VALLE Y SOL;58169585545333;0;0;3500;SIN CLASIFICAR;POR ENCARGO
PROPOLEO CARAMELO MIEL 30 GRS. SPRINGLIFE CJX20;7805633013891;0;0;1000;SIN CLASIFICAR;POR ENCARGO
PROPOLEO GOTAS 30ML VALLE Y SOL;5679897431355;0;0;3500;SIN CLASIFICAR;POR ENCARGO
PROPOLEO SPRAY MENTA MIEL 30ML;7805633013662;0;0;2000;SIN CLASIFICAR;POR ENCARGO
PROPOLEO SPRAY MIEL 30ML PROPOLSAN;7805357000849;0;0;2000;SIN CLASIFICAR;POR ENCARGO
PROPOLEO TUTTI FRUTI SPRAY 240 DOSIS KIDS X30ML SPRINGLIFE;7805633025535;0;0;2000;SIN CLASIFICAR;POR ENCARGO
PROPOLIS C PROPOLEO + VITAMINA C 15ML X125ML LAB. KNOP;7803504000520;0;0;3000;Vitaminas, minerales y oligoelementos;POR ENCARGO
PROTEC FIL 10X12;8000246014689;0;0;1000;SIN CLASIFICAR;POR ENCARGO
PROTEC FILM 15X20CM;75613046763420;0;0;2000;SIN CLASIFICAR;POR ENCARGO
PROTEC FILM 6X7CM;75613047104057;0;0;600;SIN CLASIFICAR;POR ENCARGO
PROTEC FILM I V 7X9CM CANULA;8000246014672;0;0;700;Cánulas, estiletes y prod. succión quir.;POR ENCARGO
PROTEC PAD 10X25;75613043953921;0;0;1000;SIN CLASIFICAR;POR ENCARGO
PROTEC PAD 7 X12;75613046925873;0;0;600;SIN CLASIFICAR;POR ENCARGO
PROTEC PAD 8X15CM;75613045783258;0;0;1500;SIN CLASIFICAR;POR ENCARGO
PROTECCION 5 AEROSOL BIO;7509552905700;0;0;2500;SIN CLASIFICAR;POR ENCARGO
PROTECTFILM TRASPARENTE CAJA XUND;6223004865855;0;0;500;Dispositivos y accesorios médicos;POR ENCARGO
PROTECTOR DE PEZON CAUCHO BEST HOUSE;7806125847680;0;0;5000;SIN CLASIFICAR;POR ENCARGO
PROTECTOR DE PEZON DE SILICONA BEST HOUSE;6921199149599;0;0;5000;SIN CLASIFICAR;POR ENCARGO
PROTECTOR DIARIO KOTEX X 20 UNIDADES;77936200035462;0;0;1000;SIN CLASIFICAR;POR ENCARGO
PROTECTOR MAMARIOS;7790064001985;0;0;2500;SIN CLASIFICAR;POR ENCARGO
PROTECTOR SOLAR ANTIOX FPS50 HIPOALERGENICO LEBLON X270G;7800004005208;0;0;7000;SIN CLASIFICAR;POR ENCARGO
PROTECTOR SOLAR EUCERIN 30FPS KIDS X150ML;4005900265210;0;0;17000;SIN CLASIFICAR;POR ENCARGO
PROTECTOR SOLAR FUSION FLUID MINERAL X50ML;8429420210547;0;0;18000;SIN CLASIFICAR;POR ENCARGO
PROTECTOR SOLAR GEL CREAM ISDIN X250ML;8429420251984;0;0;23000;SIN CLASIFICAR;POR ENCARGO
PROTECTOR SOLAR ISDIN SPF50 50ML;8429420285668;0;0;16000;SIN CLASIFICAR;POR ENCARGO
PROTECTOR SOLAR KIDS 50FPS RAYITO DE SOL X90G;7804907972216;0;0;2500;SIN CLASIFICAR;POR ENCARGO
PROTECTOR SOLAR KIDS BUBBLE GUM LEBLON X90G;7800004004355;0;0;2500;SIN CLASIFICAR;POR ENCARGO
PROTECTOR SOLAR LEBLON FACIAL HIPOALERGENICO 50FPS;7800004003075;0;0;6000;SIN CLASIFICAR;POR ENCARGO
PROTECTOR SOLAR NINOS DERMO SOLUTIONS X200ML;7804907963238;0;0;9500;SIN CLASIFICAR;POR ENCARGO
PROTECTOR SOLAR OIL CONTROL ISDIN X50ML;8429420244191;0;0;21000;Dispositivos y accesorios médicos;POR ENCARGO
PROTECTOR SOLAR RAYFILTER KIDS FPS 50 HIPOALERGENICO;7804920003621;0;0;4000;SIN CLASIFICAR;POR ENCARGO
PROTECTOR SOLAR SENSITIVE PROTEC 50FPS EUCERIN;4005900996169;0;0;20000;SIN CLASIFICAR;POR ENCARGO
PROTECTOR SOLAR SENSITIVE PROTECTOR;4005800192791;0;0;23500;SIN CLASIFICAR;POR ENCARGO
PROTECTOR SOLAR SIMONDS 50FPS HIPOALERGENICAS ANTIOXIDANTES X200ML;7804945015838;0;0;7500;SIN CLASIFICAR;POR ENCARGO
PROTECTOR SOLAR SPRAY BABY 50SPF SIMONDS 190ML;7804945015982;0;0;8000;SIN CLASIFICAR;POR ENCARGO
PROTECTOR SOLAR UV-AGE DAILY VICHY X80ML;3337875914857;0;0;30000;SIN CLASIFICAR;POR ENCARGO
PROTECTORES ALWAYS X30UND NOSOTRAS;7702026180904;0;0;1500;SIN CLASIFICAR;POR ENCARGO
PROTECTORES CAREFREE X100;7790010616751;0;0;5500;SIN CLASIFICAR;POR ENCARGO
PROTECTORES DE LACTANCIA 24+4PCS PIGEON;4902508168151;0;0;4000;SIN CLASIFICAR;POR ENCARGO
PROTECTORES DE LACTANCIA PIGEON 36PZ;4902508163958;0;0;6800;SIN CLASIFICAR;POR ENCARGO
