Name;SKU;Barcodes;Price;Stock;Category;Laboratory;ActiveIngredients;Bioequivalent;Description;ISP_Code;TherapeuticAction;Units;Concentration;PrescriptionType
EUCERIN SEN KIDS TOQ/SEC SUN GEL/CR;51919;4005900996169;14500;100;OTROS;BEIERSDORF;;false;FILTRO SOLAR;;FILTRO SOLAR;;;
EUCERIN SENSITIVE PROTECT SUN SPRAY 200ML;51920;4005800192791;15000;100;OTROS;BEIERSDORF;VITAMINA C 1000;false;FILTRO SOLAR;;FILTRO SOLAR;;;
SERESTO COLLAR PARA GATOS Y PERROS - 8KG IMIDACLOPRIDA 1.25G+FLUMETRIN;52075;4007221046035;32000;100;OTROS;SIN ASIGNACION;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
SILIMADRAG SILIMARINA + DL- METIONINA + COLINA CLORURO 25MG + 80MG + 8;52127;7800006010217;12000;100;OTROS;SIN ASIGNACION;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
SOPHIXIN CIPROFLOXACINO CLORHIDRATO MONOHIDRATO 3.5MG X5MLB LAB. SOPHI;52162;736085413250;20000;100;OTROS;SIN ASIGNACION;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
SUEROX ALIMENTO PARA DEPORTISTAS SABOR MANGO-DURAZNO 630 ML LAB. GENOM;52182;7804651937806;2500;100;OTROS;GENOMALAB;;false;REHIDRATANTE;;REHIDRATANTE;;;
TALCO PIES PREFACE COBRE 200GRS;52199;7804969116009;4500;100;FARMACIA;AJUSTE IF;;false;OTROS;;OTROS;;;
TAMPAX PEARL X8 SUPER;52201;7506295369387;3000;100;OTROS;SIN ASIGNACION;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
TAPSIN FORTE PARACETAMOL + CAFEINA ANHIDRA 650MG + 40MG X30COMPS LAB.;52209;7800004005659;3000;100;OTROS;BEIERSDORF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
TELA DE BAMBOO TOALLITAS HUMEDAS HIPOALERGENICAS ANTIBACTERIANA X100UN;52222;7805505011819;3500;100;OTROS;SIN ASIGNACION;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
TELLMI - D TELMISARTEN + HIDROCLOROTIAZIDA 80MG + 12.5MG X30COMP LAB.;52225;7800060145320;19000;100;OTROS;SAVAL;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
TRANEXTON ACIDO TRANEXAMICO 650MG X30COMP LAB ABBOTT;52231;7800026565483;50000;100;FARMACIA;ABBOTT LABORATORIES CHILE;;false;HEMOSTATICO;;HEMOSTATICO;;;
TOALLITAS DESMAQ NIVEA X25 TODO TIPO PIEL;52272;4005900985828;2500;100;OTROS;BEIERSDORF;;false;ARTICULOS DE BELLEZA;;ARTICULOS DE BELLEZA;;;
TOALLITAS DESMAQ. NIVEA 3 EN 1 PIEL SECA/SENCIBLE;52273;4005900985811;3000;100;OTROS;BEIERSDORF;;false;ARTICULOS DE BELLEZA;;ARTICULOS DE BELLEZA;;;
TRAYENTA DUO LINAGLIPTINA + METFORMINA 2.5MG + 500MG X60COMP LAB. BEOH;52297;4048846019950;53000;100;OTROS;SIN ASIGNACION;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
ULTRA PURE UP OMEGA 3 150 CAPS;52316;7804637360482;30000;100;OTROS;SIN ASIGNACION;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
VALKEN D 16012.5MG VALSARTAN 160MGHIDROCLOROTIAZIDA 12.5MG X30COMP ASC;52333;7804650884569;9500;100;OTROS;SIN ASIGNACION;;false;HIPOTENSORES;;HIPOTENSORES;;;
VANGUARD OCTUPLE PLUS 5/CV-L 1MML;52339;7804650311003;4500;100;OTROS;SIN ASIGNACION;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
VIADIL COMPUESTO PARGEVERINA + METAMIZOL MAGNESICO 6MG + 300MG X15ML L;52380;7800059005840;3000;100;OTROS;PHARMA INVESTI;;false;ANTIESPASMODICO;;ANTIESPASMODICO;;;
VILZERMET VILDAGLIPTINAMETFORMINA CLORHIDRATO 50MG850MG X60COMP TECNOF;52389;7730979099929;39000;100;OTROS;SIN ASIGNACION;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
VITO PREÃ‘EZ PERRO SUPLEMENTO PROTEICO X100G LAB. VITO;52439;7804629990055;7000;100;OTROS;SIN ASIGNACION;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
VITOMIT DOXILAMNA SUCCINATO + PIRIOXINA CLORHIDRATO 10MG + 10MG X30COM;52441;7800063312552;7500;100;OTROS;SIN ASIGNACION;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
JERINGA CRANBERRY X5ML;53001;7806130014824;200;100;FARMACIA;AJUSTE IF;;false;ACCESORIOS MEDICOS;;ACCESORIOS MEDICOS;;;
SET DE ADMINISTRACION;53002;;500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
GABAPENTINA 300MG;53003;8903726341384;7000;100;FARMACIA;SEVEN PHARMA;GABAPENTINA 300 MG;false;ANTICONVULSIONANTE;;ANTICONVULSIONANTE;;CAPSULAS;RECETA MEDICA
GASAS 10CM X 10CM 4PLY;53012;6920190327081;6000;100;FARMACIA;Rokymeds;;false;LIMPIEZA DE HERIDAS;;LIMPIEZA DE HERIDAS;;SOBRES;DIRECTA
JERINGA LUER SLIP 10ML 21GX1 1/2;53013;7805633008903;300;100;FARMACIA;AJUSTE IF;;false;OTROS;;OTROS;;JERINGA PRELLENADA;DIRECTA
DERMOCREAM ESTUCHE Q10 PROTEIN 400ML + 150ML;53021;7804945015142;8000;100;PERFUMERIA;PERFUMERIA;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
NIVEA Q10 POW.CR.D+CR.NOC;53030;4006000222011;18000;100;PERFUMERIA;PERFUMERIA;;false;CREMAS DE ROSTRO;;CREMAS DE ROSTRO;;FRASCOS;
SHAMPOO CHERRY GINKO;53031;7804945062689;2000;100;PERFUMERIA;DURANDIN;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
TOALLAS HUM. HUGGIES X 96;53041;7702425804760;2500;100;ASEO PERSONAL;HUGGIES;;false;FRAGANCIAS FEMENINAS;;FRAGANCIAS FEMENINAS;;SOBRES;DIRECTA
BIOTIPLUS 15 CAPSULAS;53043;7800026005767;22000;100;FARMACIA;ABBOTT LABORATORIES CHILE;;false;PROBIOTICOS;;PROBIOTICOS;;;
SEDAL ACONDICIONADOR;53048;7791293049762;2000;100;ASEO PERSONAL;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
SANY FARM ALCO GEL 70° 60ML;53049;614143648106;1000;100;FARMACIA;SIN ASIGNACION;;false;ALCOHOL-AGUA OXIGENADA;;ALCOHOL-AGUA OXIGENADA;;;
ELVIVE CREMA PEI DRE GLYC GLOSS;53052;7509552928624;5500;100;PERFUMERIA;PERFUMERIA;;false;CREMAS DE TRATAMIENTO;;CREMAS DE TRATAMIENTO;;;
NEXCARE APOS TRANS 6X7CM X3UND;53053;051131224971;9500;100;OTROS;3M CHILE S.A.;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
ESOMEPRAZOL 30CAP 20MG;53054;8904317830171;3000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
MUNO GOTAS;53055;7804651290154;18000;100;FARMACIA;AXON PHARMA;;false;PROBIOTICOS;;PROBIOTICOS;;;
HEER ARTHROZEEL COMP50;53067;7809561400518;18000;100;FARMACIA;HEEL;;false;PRODUCTOS NATURALES;;PRODUCTOS NATURALES;;COMPRIMIDOS;RECETA MEDICA
BUBU TOA HUM AQUAWIP X30;53068;7805633029366;1000;100;PERFUMERIA;HUGGIES;;false;SIN ASIGNACION;;SIN ASIGNACION;;BOLSITAS;DIRECTA
ERVASTIN 30COMP.;53069;7800007806970;35000;100;FARMACIA;ALCON LABORATORIOS CHILE;ROSUVASTATINA 10 MG,EZETIMIBA 10 MG;false;SIN ASIGNACION;;SIN ASIGNACION;;;DIRECTA
ENAPRIL COM20 5MG;53075;7800063003054;1500;100;FARMACIA;AJUSTE IF;ENALAPRIL 5 MG;false;SIN ASIGNACION;;SIN ASIGNACION;;;DIRECTA
HEEL VET ENGYSTOL TAB 100;53077;7800093000887;19000;100;VETERINARIA;HEEL;;false;OTROS;;OTROS;;;DIRECTA
FIBRINOPET VITAMINAL;53084;0761887187359;6500;100;VETERINARIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;DIRECTA
YES LUBRICANTE TEXTURA CREMOSA;53088;7800004006236;6000;100;ACCESORIOS;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
HIDROCORTISONA 20MG;53096;7800086777611;5500;100;FARMACIA;AJUSTE IF;;false;OTROS;;OTROS;;;
HYDROSEPT ALCOHOL GEL 70% 1LT;53099;7801000276258;5000;100;FARMACIA;AJUSTE IF;;false;OTROS;;OTROS;;;
GUANTES QUIRURGICOS DE LATEX 6 1/2;53100;9555076109757;700;100;FARMACIA;AJUSTE IF;;false;OTROS;;OTROS;;;
TODDLER DELUX TOALLITAS HUMEDAS 48 UNI;53111;7798311610324;1500;100;PERFUMERIA;AJUSTE IF;;false;PERFUMERIA;;PERFUMERIA;;;
TODDLER DELUX TOALLAS HUMEDAS 48 UNI;53112;7798311610317;1500;100;PERFUMERIA;AJUSTE IF;;false;PERFUMERIA;;PERFUMERIA;;;
REPELEX LOCION SPRAY 10%;53119;7800038000408;8500;100;FARMACIA;AJUSTE IF;;false;OTROS;;OTROS;;;DIRECTA
GARDASIL 9 AMP 0,5ML;53124;8711141912870;170000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
NIVEA BLACK Y WHITEMI NVI 50ML;53128;4005900730299;2500;100;PERFUMERIA;AJUSTE IF;;false;OTROS;;OTROS;;;
SPRING LIFE PROPOLEO EUCALIPTUS 20PCX10CARAMELOS;53129;7805633014096;1000;100;OTROS;AJUSTE IF;;false;OTROS;;OTROS;;;
SPRING LIFE PROPOLEO MIEL 20 PAQX 10 CARAMELOS;53132;7805633014089;1000;100;OTROS;AJUSTE IF;;false;OTROS;;OTROS;;;
FRES ACTIVE CURITAS X150 SP;53135;4005800019753;5500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
CURITAS SILVER ACTIVE 150;53136;4005808524105;5500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
ELITE ALMENDRAS JABON DE GLICERINA;53140;10030530;1500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
TAMPAX PEARL X8 REGULAR;53142;7506295369363;3000;100;FARMACIA;PETRIZZIO;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
SPARTAN CAFFEINE 60CAPS;53144;7804686910003;10000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
CREMA PARA PIES PREFACE 50 GRS POUCH;53146;7804969151154;3000;100;FARMACIA;AJUSTE IF;;false;OTROS;;OTROS;;;
BION 3 MINI X30 MULTIVITAMINICO;53147;7500435244015;17000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
ELVIVE SHAMPOO OLEO EXTRAORDINARIO 370 ML;53148;7509552847505;3500;100;FARMACIA;LOREAL;;false;SHAMPOO;;SHAMPOO;;;
DOVE ACO RECONSTRUCION X400ML;53150;1234567889;2500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
EUCERIN PH5 CR ADV REP450;53151;;27000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
APOQUE OCLACITINIB 5,4;53152;5414736054650;35000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
NATALIE YOUR LOVE SPRAY 250ML;53156;7804902045984;2500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
NATALIE COL CHERRY 205ML+COL CUPCAKE 100ML 2 U;53157;7804902051497;6500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
NATALIE COL APPLE + COL CUPCAKE 2 UN;53159;7804902046172;6000;100;FARMACIA;AJUSTE IF;;false;ANTIBIOTERAPIA;;ANTIBIOTERAPIA;;;
SILIMARINA 30 COMP;53160;799192529313;15000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
NATALIE CL GUMMIES;53161;7804902052180;4000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
LISTERINE COOL MINT ENJAG VOCAL;53162;7804623853455;9500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
FORMULA 1 DE 30 ML;53166;202205516452189;5000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
PATILLA DE ALCARFUR;53168;652198289;2500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
DOVE FRESH CARE GRAN 150ML;53172;7791293033266;2500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
EL VIVE ACO.HIDRA R370ML;53173;7509552847512;3500;100;FARMACIA;GELLATTI;;false;FRAGANCIAS INFANTILES;;FRAGANCIAS INFANTILES;;;
VITIS ENCIAS 100ML;53181;8427426029774;6000;100;FARMACIA;DENTAID S.A. LABORATORIO;;false;DESSENSIBILIZANTE DENTAL;;DESSENSIBILIZANTE DENTAL;;;
VANTELIN;53182;4987067141005;7000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
TODDLER TOALLITAS HUMEDAS PACK 48UN;53184;7804655303546;2500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
ANC LIMONADA CALIENTE 5G SI A;53185;7805357002218;500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
VITAMINA C 1000 C/U;53191;154876891;1000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
GLOBULOS 12 COMPUESTO;53194;2000221100129;3000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
MICOFENOLATO MOFETILO 500MG;53195;7800007767837;26000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
IBUPROFENO 100MG/5 ML SUSP ORAL;53197;8903831007724;1500;100;FARMACIA;ETHON PHARMACEUTICALS;;false;ANALGESICO-ANTIPIRETICO;;ANALGESICO-ANTIPIRETICO;;MILILITROS;
PARCHE OCULAR RECOVERY;53198;7804656850285;6000;100;FARMACIA;HUGGIES;;false;PAÑALES DE BEBE;;PAÑALES DE BEBE;;;
OMEGA 3 /60CAP FARMACIA VALLENAR;53199;94578256654;6000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
NIVEA CELULAR EXPERT SURUM LIFT 30 ML X CR FACIAL DE DIA 50ML;53200;4006000225104;0;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
NIVEA PACK 4 LIMPIEZA + MX HDR 400ML+50ML+150;53203;4006000222035;0;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
FLURES-D OFTALMICO 5ML;53204;8680199613384;6000;100;FARMACIA;AJUSTE IF;;false;CORTICOTER.ASOCIADA OFTALMICA;;CORTICOTER.ASOCIADA OFTALMICA;;;
TOMA MUESTRA ORANGE FCO ESTERIL X 120 ML;53211;65674024;1000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
SALES REHIDRATACION 60MG;53213;7804620831869;3500;100;FARMACIA;OPKO;CLORURO DE SODIO 0.45 G,GLUCOSA ANHIDRA 5 G,CLORURO DE POTASIO 0.375 G;false;REHIDRATANTE;F-18238/15;REHIDRATANTE;8;SOBRES;DIRECTA
MAMANTINA CLORHIDRATO 10MG;53214;5290931031753;9000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
PROXONA 50MGG SUSP INH NASAL SPRAY;53216;8680199016161;6000;100;FARMACIA;AJUSTE IF;;true;CORTICOTERAPIA NASAL;;CORTICOTERAPIA NASAL;;;RECETA RETENIDA
MILLEFIORI CARE CERA DEPIL PROF TARRO 200 GR;53217;7804923025279;7000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
SERUM DE COCO PREFACE 30 ML;53218;7804969124905;6000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
COREGA MAX FIJCION + SELLADO 70G;53219;7794640172731;15000;100;FARMACIA;GLAXO;;false;ADHESIVOS PARA PROTESIS;;ADHESIVOS PARA PROTESIS;;;
MILLEFIORI CERA DEPILATORIA VEGETAL;53220;7804923025286;7000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
ALL OUT SH+AC VINAGRE HERBAL 250ML;53225;7800004004287;5000;100;FARMACIA;MEDIHEALTH DIVISION DERMATOLÓGICA;;false;PEDICULICIDA;;PEDICULICIDA;;;
CREMA PEPINO SOFT 60ML;53229;6755442474525;5000;100;FARMACIA;AJUSTE IF;;false;OTROS;;OTROS;;;
CREMA PARA PIES POMO 60 GR PREFACE;53230;7804969151284;5000;100;FARMACIA;AJUSTE IF;;false;OTROS;;OTROS;;;
TALCO FEMENINO PIES PREFACE COBRE 200GRS;53231;7804969116054;4500;100;FARMACIA;AJUSTE IF;;false;TALCOS;;TALCOS;;;
PEINE PEDICULOSIS;53233;7804969800526;2000;100;FARMACIA;AJUSTE IF;;false;OTROS;;OTROS;;;
PEINETA DE CARBON DE BOLSILLO;53235;7804969800359;4000;100;FARMACIA;AJUSTE IF;;false;OTROS;;OTROS;;;
VITALUX PLUS OMG3 30 CAPS;53240;300658950130;23000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
PRODASONE 10MG 20 COM;53242;5415062380093;30000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
NATALIE KOKONE  250ML;53244;7804902043652;4000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
GENIOL 1 PARACET.1000MG 20COM;53246;7800063003719;2500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
F SET LIMP HERIDAS 200ML;53247;7805633016397;2500;100;FARMACIA;FAMILY SET;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
BUBU ULTRA PREMIUM RN 36 UN;53248;7805633028000;6000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
MATIPET  CR. PERRO/GATO 50G;53249;7800006007545;8000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
PAMPERS R NAC P. RN 36;53250;7500435132510;0;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
RECOVERY TIRAS NASALES 10UN;53267;7804656850063;2000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
EUCERIN PRT.HYDROFLUID TN/UNIFORME50ML;53268;4006000127033;16000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
EUCERIN PROT.HIDROFLUID.TN/OSCURO 50ML;53271;4006000127040;16000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
PLENITUD PROTC.ADL.INTN.T/XG 8UN;53273;7794626011177;5500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
CURITAS MARVEL 20UN;53275;7501054550044;4000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
CURITAS FROZEN 2/ 20UN;53276;7501054542896;4000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
LUBRIDERM HUMECTACION DIARIA 946 ML;53278;7702031244523;9500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
BUTRINO XL 150 MG USO ORAL;53285;7891317022266;23000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
SPRING LIFE MAGNECIO 30 CAP26,1;53287;7805633022886;2500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
GLAUPAX 825MG 30COM;53295;7800068011351;4500;100;FARMACIA;AJUSTE IF;;false;HIPOGLICEMIANTE;;HIPOGLICEMIANTE;;;
EXELMYO PLUS SUP ALIMENTARIO 60 CAP (94,74 G);53297;7804656601245;27000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
ROSUVASTATINA X20;53300;8903726318553;3500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
MOMENTA TADAFILO 20MG X4COMP;53301;7891317027759;8000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
OFF DEFENSE EXT GEL REP INSECT X 100ML;53302;7790520997456;6000;100;FARMACIA;AJUSTE IF;;false;REPELENTE DE INSECTOS;;REPELENTE DE INSECTOS;;;
OFF DEFENSE EXT SPRAY REP INSECT X 100ML;53303;7790520997463;4500;100;FARMACIA;AJUSTE IF;;false;REPELENTE DE INSECTOS;;REPELENTE DE INSECTOS;;;
MELENA DE LEON X60 CAPSULAS;53306;764451927834;5000;100;FARMACIA;AJUSTE IF;;false;SUPLEMENTO ALIMENTICIO;;SUPLEMENTO ALIMENTICIO;;;
GABAPENTINA 300MG X 30COMP HETERO;53309;8903726305638;13000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
TRAMAVOLTA 37.5/325MG X 30 COM;53312;7800046005792;4500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
TRAMADOL CLORHIDRATO CAPS 50MG;53313;7804677770142;1000;100;FARMACIA;AJUSTE IF;;true;ANALGESICO;;ANALGESICO;10;CAPSULAS;RECETA RETENIDA
IBUCAL 600 MG X 20CAP;53315;7804620836116;4000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
MELENA DE LEON;53316;7805357002430;7500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;CAPSULAS;
LE SANCY KARITE Y VERBENA JABN.150G;53317;7791293036687;1500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
FAMILAND AC. COCO.ARGAN 750ML;53318;7804945063662;2500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
TRESOR GUANTES EXAMEN DE NILO GR MEDIO TALLA S;53319;7806130010895;4000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
PETRIZZIO QUITA ESMALTE 75ML;53320;7804907824065;2000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
COLAGENO HIDROLISADO + VITAMINA C 20 TAB;53321;7804671180275;4500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
ELITE QUITA SMALTE LIMON OLEOSO 110ML;53322;7800045000767;1500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
IMAGI . QUITA ESMALTE PARA UÑAS ESEN MANDARINA 240 ML;53323;7804646220012;4000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
ACANTEX POLVO PARA SOLUCION INYECTABLE 1G I.M.;53326;7800031001563;33000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
CERAMIDE LIMPIADOR HIDRA SUAVE 400ML;53331;5031413938296;8000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
NEUTROGENA TOA. DESMA. NIGHT CALMING 25 UND;53335;070501053553;3500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
ADACNE DUO GEL ADAPALENO 0,1% PEROX BENZOILO 2.5%;53337;7795347988274;15000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
ILTUXAM HCT 40/10/25MG 28 COM;53344;7841141003795;23000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
TRAMADOL CLORHIDRATO/PARACETAMOL 37,5/325MG;53345;8902281611567;2500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
CERAVE. SA LIMPIADOR ANTI-RUGOSIDADES S/P 473ML;53346;3337875795456;19000;100;FARMACIA;LOREAL;;false;SIN ASIGNACION;110C-5247/24;SIN ASIGNACION;;;DIRECTA
DONEPEZILO 10MG 30 COM;53348;7800007810533;6000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
SM DERMO CREAM PIEL ATOP.HUMET. 750ML;53350;7804945015470;9000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
VEET PURE Y FRESH BANDA DE CERA DEPILATORIA;53351;7506460101088;6000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
NPH MELENA LEON CAPS 60;53354;745853203900;12000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;CAPSULAS;
PFIFFERY PRO EYELASH CURLER;53356;7708428736480;3000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
CORASOL 80MG X30 COMP;53359;7800038001108;11000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
VALKEM 160MG X 30 COMP;53360;7804650886631;8000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
LYMPHOMYOSOT X 50 COMP;53361;7809561401355;20000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
AURA VITALIS CREATINA MONOHI. 300GR;53362;7803319003044;15000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
EUCERIN PIG.CONT.TIN ANT/M T/C 50ML;53363;4005900902566;15000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
VITAKRON SILVER 30COMP;53367;7800038000743;6000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
INFOR PRO MULTIVITAMINICO MUJER 30 COMP;53368;7804918453285;6000;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
HEAD Y SHOULDERS SHAMPOO ANTIRESEQUEDAD 375 ML;53369;7500435249348;3500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
H&S SHAMPOO ANTICOMEZON 375 ML;53370;7500435231237;3500;100;FARMACIA;AJUSTE IF;;false;SIN ASIGNACION;;SIN ASIGNACION;;;
